name_x,height_x,weight_x,reach_x,fx_win,age_x,str_landed_per_min_x,str_acc_x,str_absorb_per_min_x,str_def_x,td_avg_x,td_acc_x,td_def_x,sub_avg_x,win_percentage_x,name_y,height_y,weight_y,reach_y,age_y,str_landed_per_min_y,str_acc_y,str_absorb_per_min_y,str_def_y,td_avg_y,td_acc_y,td_def_y,sub_avg_y,win_percentage_y,stance_x_Open Stance,stance_x_Orthodox,stance_x_Sideways,stance_x_Southpaw,stance_x_Switch,stance_y_Open Stance,stance_y_Orthodox,stance_y_Sideways,stance_y_Southpaw,stance_y_Switch
Kurt Pellegrino,1.73,155.0,1.78,1,29.76,4.6,0.59,4.13,0.53,2.67,0.67,0.32,0.67,0.76,Rob Emerson,1.75,155.0,1.78,27.53,6.05,0.41,6.05,0.41,0.0,0.0,0.0,0.0,0.53,0,1,0,0,0,0,1,0,0,0
Kwan Ho Kwak,1.65,135.0,1.78,0,28.0,3.93,0.44,3.93,0.44,0.0,0.0,0.0,0.0,0.9,Russell Doane,1.7,135.0,1.78,30.85,4.36,0.56,4.36,0.56,3.7,0.43,0.43,0.0,0.62,0,0,0,0,1,0,1,0,0,0
Kyle Bochniak,1.7,145.0,1.78,0,31.17,2.87,0.36,2.87,0.36,1.25,0.22,0.22,0.0,0.7,Zabit Magomedsharipov,1.85,145.0,1.85,27.1,5.45,0.66,5.45,0.66,7.54,0.67,0.67,1.89,0.93,0,1,0,0,0,0,1,0,0,0
Kyle Bradley,1.75,155.0,1.8,0,27.4,3.3,0.42,2.82,0.36,1.84,0.5,0.0,0.0,0.68,Rafael Dos Anjos,1.73,170.0,1.78,25.21,3.71,0.39,4.23,0.36,2.21,0.32,0.45,1.85,0.71,0,1,0,0,0,0,0,0,1,0
Kyle Kingsbury,1.93,205.0,1.93,1,28.88,5.47,0.43,4.43,0.41,5.5,0.58,0.59,0.0,0.67,Ricardo Romero,1.83,205.0,1.93,32.81,2.97,0.67,5.2,0.55,1.86,0.14,0.0,3.71,0.83,0,1,0,0,0,0,1,0,0,0
Kyle Kingsbury,1.93,205.0,1.93,0,29.66,5.8,0.45,4.42,0.41,5.44,0.58,0.59,0.0,0.62,Stephan Bonnar,1.93,205.0,1.98,34.63,5.69,0.55,5.69,0.55,1.22,0.36,0.36,0.91,0.65,0,1,0,0,0,0,1,0,0,0
Kyle Kingsbury,1.93,205.0,1.93,0,32.35,4.15,0.67,7.23,0.71,1.1,0.22,0.4,0.0,0.62,Patrick Cummins,1.88,205.0,1.93,33.69,6.28,0.47,5.14,0.44,7.79,0.55,0.4,0.71,1.0,0,1,0,0,0,0,1,0,0,0
Kyle Nelson,1.8,155.0,1.8,0,28.04,3.13,0.4,3.13,0.4,0.0,0.0,0.0,0.0,0.93,Matt Sayles,1.7,145.0,1.73,25.2,5.27,0.33,5.13,0.44,0.0,0.0,0.0,0.0,0.78,0,0,0,0,1,0,1,0,0,0
Kyle Nelson,1.8,155.0,1.8,1,28.42,2.65,0.34,6.41,0.55,1.53,0.2,0.0,3.05,0.87,Polo Reyes,1.8,155.0,1.8,34.87,5.58,0.32,5.58,0.32,0.0,0.0,0.0,0.0,0.47,0,0,0,0,1,0,1,0,0,0
Kyle Noke,1.85,170.0,1.93,0,34.08,3.24,0.62,3.24,0.62,3.48,0.45,0.45,1.39,0.7,Patrick Cote,1.8,170.0,1.8,34.13,4.7,0.54,7.39,0.63,0.0,0.0,0.36,0.0,0.71,0,0,0,1,0,0,1,0,0,0
Kyle Noke,1.85,170.0,1.93,1,35.66,3.45,0.56,4.77,0.64,0.98,0.43,0.38,0.33,0.69,Peter Sobotta,1.83,170.0,1.9,28.84,4.36,0.5,4.28,0.5,1.88,0.33,0.24,0.94,0.8,0,0,0,1,0,0,0,0,1,0
Kyle Noke,1.85,170.0,1.93,0,36.69,4.64,0.52,4.12,0.51,1.07,0.6,0.6,0.0,0.66,Omari Akhmedov,1.83,185.0,1.85,29.13,4.29,0.45,3.8,0.46,2.78,0.33,0.33,1.39,0.78,0,0,0,1,0,0,1,0,0,0
Kyoji Horiguchi,1.65,125.0,1.68,1,24.23,7.41,0.62,7.41,0.62,1.63,0.6,0.6,0.0,0.93,Louis Gaudinot,1.6,125.0,1.6,30.35,5.44,0.52,14.09,0.66,1.15,1.0,0.8,1.15,0.56,0,1,0,0,0,0,1,0,0,0
Kyoji Horiguchi,1.65,125.0,1.68,1,25.57,4.24,0.46,3.73,0.43,0.51,0.17,0.09,0.0,0.89,Neil Seery,1.63,125.0,1.63,36.69,5.68,0.53,5.48,0.52,1.38,0.5,0.2,2.49,0.56,0,1,0,0,0,0,1,0,0,0
Kyung Ho Kang,1.75,135.0,1.85,1,27.03,6.7,0.71,3.53,0.6,3.42,0.71,0.44,1.37,0.7,Michinori Tanaka,1.65,135.0,1.7,23.96,5.2,0.76,1.67,0.57,3.0,0.75,1.0,1.0,0.9,0,1,0,0,0,0,1,0,0,0
Kyung Ho Kang,1.75,135.0,1.85,0,30.9,6.79,0.7,3.88,0.62,1.85,0.86,0.35,2.15,0.68,Ricardo Ramos,1.75,135.0,1.83,23.01,3.71,0.51,3.71,0.51,1.67,0.5,0.5,0.56,0.92,0,1,0,0,0,0,1,0,0,0
Kyung Ho Kang,1.75,135.0,1.85,1,31.42,6.46,0.63,2.77,0.47,1.23,0.67,0.26,2.15,0.7,Teruto Ishihara,1.7,135.0,1.75,27.55,3.67,0.45,3.67,0.45,0.93,0.19,0.19,0.0,0.58,0,1,0,0,0,0,0,0,1,0
Kyung Ho Kang,1.75,135.0,1.85,1,32.28,7.18,0.59,5.89,0.54,2.32,0.55,0.5,0.77,0.68,Liu Pingyuan,1.68,135.0,1.83,26.85,3.62,0.39,4.85,0.45,0.34,0.2,1.0,1.37,0.63,0,1,0,0,0,0,1,0,0,0
Lance Benoist,1.8,170.0,1.85,0,23.78,7.73,0.76,6.4,0.72,1.0,0.33,1.0,0.0,1.0,Seth Baczynski,1.91,170.0,1.88,30.62,5.63,0.4,5.63,0.4,1.26,0.14,0.14,2.52,0.64,0,0,0,1,0,0,1,0,0,0
Lance Benoist,1.8,170.0,1.85,0,24.07,7.67,0.76,4.87,0.6,2.0,0.4,0.56,0.0,0.86,Sean Pierson,1.83,170.0,1.93,36.54,6.16,0.48,6.16,0.48,0.63,0.29,0.29,0.63,0.72,0,0,0,1,0,0,0,0,1,0
Lando Vannata,1.75,155.0,1.8,0,26.64,5.7,0.47,5.7,0.47,1.93,0.6,0.6,0.32,0.77,Matt Frevola,1.75,155.0,1.8,28.4,9.0,0.3,19.0,0.48,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0
Lando Vannata,1.75,155.0,1.8,0,27.54,5.93,0.47,4.95,0.43,2.1,0.47,0.47,0.9,0.67,Marc Diakiese,1.78,155.0,1.85,26.54,4.3,0.4,5.44,0.53,1.09,0.23,0.27,0.0,0.81,0,1,0,0,0,0,1,0,0,0
Lando Vannata,1.75,155.0,1.8,1,27.92,4.73,0.47,3.63,0.4,0.9,0.27,0.41,0.6,0.69,Yancy Medeiros,1.78,155.0,1.9,32.44,4.09,0.41,4.09,0.41,0.44,1.0,1.0,0.0,0.71,0,1,0,0,0,0,1,0,0,0
Laureano Staropoli,1.85,170.0,1.8,1,26.2,6.6,0.36,6.6,0.36,0.0,0.0,0.0,0.0,0.78,Thiago Alves,1.75,170.0,1.78,35.6,5.29,0.47,5.29,0.47,0.55,0.67,0.67,0.0,0.66,0,1,0,0,0,0,1,0,0,0
Laureano Staropoli,1.85,170.0,1.8,0,26.66,5.2,0.32,5.27,0.37,0.5,1.0,0.33,0.0,0.8,Muslim Salikhov,1.8,170.0,1.78,35.38,2.09,0.46,1.68,0.37,0.0,0.0,0.0,0.0,0.94,0,1,0,0,0,0,1,0,0,0
Lauren Mueller,1.65,125.0,1.7,0,27.03,4.67,0.41,4.93,0.35,2.0,1.0,0.25,0.0,0.8,Yanan Wu,1.73,125.0,1.68,22.6,2.73,0.57,2.73,0.57,1.0,0.5,0.5,0.0,0.82,0,1,0,0,0,0,1,0,0,0
Lauren Mueller,1.65,125.0,1.7,0,27.41,5.11,0.43,5.37,0.39,1.58,0.67,0.2,0.0,0.67,Poliana Botelho,1.73,115.0,1.7,30.33,8.65,0.71,8.3,0.71,0.74,1.0,1.0,0.0,0.78,0,1,0,0,0,0,1,0,0,0
Lauren Murphy,1.65,125.0,1.7,0,31.69,12.87,0.82,4.27,0.57,0.0,0.0,0.56,0.0,1.0,Liz Carmouche,1.68,125.0,1.68,31.12,7.33,0.74,8.24,0.7,4.17,0.8,0.45,1.04,0.71,0,1,0,0,0,0,1,0,0,0
Lauren Murphy,1.65,125.0,1.7,1,36.02,6.89,0.55,8.68,0.58,1.0,0.22,0.32,0.0,0.86,Mara Romero Borella,1.68,125.0,1.75,33.17,5.47,0.48,4.65,0.43,1.82,0.44,0.6,0.46,0.65,0,1,0,0,0,0,1,0,0,0
Lavar Johnson,1.93,240.0,2.08,1,34.9,15.0,0.71,15.0,0.71,0.0,0.0,0.0,0.0,0.71,Pat Barry,1.8,235.0,1.88,32.83,3.74,0.61,3.78,0.51,0.0,0.0,0.0,0.0,0.5,0,1,0,0,0,0,1,0,0,0
Lavar Johnson,1.93,240.0,2.08,0,34.96,12.4,0.65,9.75,0.72,0.0,0.0,0.0,0.0,0.68,Stefan Struve,2.11,265.0,2.13,24.27,5.56,0.55,5.84,0.55,0.59,1.0,1.0,1.78,0.75,0,1,0,0,0,0,1,0,0,0
Leandro Issa,1.7,135.0,1.75,1,31.25,1.8,0.33,8.32,0.64,3.01,0.2,0.0,1.5,0.75,Ulka Sasaki,1.78,125.0,1.8,25.2,4.55,0.62,4.55,0.62,0.0,0.0,0.0,13.64,0.81,0,1,0,0,0,0,0,0,1,0
Leandro Issa,1.7,135.0,1.75,0,32.96,3.27,0.56,3.74,0.58,2.19,0.22,0.17,0.88,0.72,Taylor Lapilus,1.68,135.0,1.85,24.41,4.86,0.54,3.49,0.46,0.82,0.4,0.3,0.82,0.83,0,1,0,0,0,0,0,0,1,0
Leandro Silva,1.75,155.0,1.83,0,30.81,3.62,0.55,3.58,0.52,1.99,0.47,0.46,0.28,0.83,Rustam Khabilov,1.73,155.0,1.85,29.83,3.12,0.48,3.12,0.48,4.41,0.56,0.56,0.0,0.91,0,1,0,0,0,0,1,0,0,0
Leo Kuntz,1.78,155.0,1.88,0,32.15,1.44,0.37,1.44,0.37,0.0,0.0,0.0,0.0,0.85,Tae Hyun Bang,1.75,155.0,1.8,32.62,2.68,0.38,2.68,0.38,0.48,0.33,0.33,0.0,0.65,0,1,0,0,0,0,0,0,0,1
Leon Edwards,1.88,170.0,1.88,1,23.63,2.8,0.6,2.8,0.6,0.0,0.0,0.0,0.0,0.9,Seth Baczynski,1.91,170.0,1.88,33.46,5.74,0.35,6.48,0.47,0.38,0.09,0.25,0.0,0.61,0,0,0,1,0,0,1,0,0,0
Leon Edwards,1.88,170.0,1.88,1,23.9,2.97,0.62,2.78,0.57,0.0,0.0,0.0,0.0,0.91,Pawel Pawlak,1.83,170.0,1.85,26.44,4.73,0.59,5.3,0.64,1.5,0.75,0.38,0.0,0.92,0,0,0,1,0,0,1,0,0,0
Leon Edwards,1.88,170.0,1.88,1,25.56,3.36,0.58,3.22,0.54,1.29,0.29,0.29,0.52,0.93,Vicente Luque,1.8,170.0,1.9,25.31,6.19,0.53,6.19,0.53,4.47,0.8,0.8,2.24,0.59,0,0,0,1,0,0,1,0,0,0
Leon Edwards,1.88,170.0,1.88,1,26.56,3.81,0.58,3.24,0.61,2.84,0.35,0.38,1.29,0.94,Peter Sobotta,1.83,170.0,1.9,31.18,5.17,0.57,5.03,0.56,2.73,0.71,0.5,1.09,0.74,0,0,0,1,0,0,0,0,1,0
Leon Edwards,1.88,170.0,1.88,1,27.9,3.96,0.6,3.76,0.61,1.29,0.4,0.35,0.64,0.9,Rafael Dos Anjos,1.73,170.0,1.78,34.73,6.08,0.62,4.95,0.56,1.86,0.45,0.54,0.41,0.72,0,0,0,1,0,0,0,0,1,0
Leonard Garcia,1.78,145.0,1.75,0,32.24,5.1,0.6,8.23,0.59,0.0,0.0,0.75,1.0,0.7,Nam Phan,1.68,135.0,1.78,28.57,3.4,0.38,3.4,0.38,0.0,0.0,0.0,0.0,0.62,0,1,0,0,0,0,1,0,0,0
Leonard Garcia,1.78,145.0,1.75,0,32.9,5.78,0.41,9.82,0.57,0.0,0.0,0.78,0.67,0.68,Matt Grice,1.73,145.0,1.78,30.86,7.75,0.71,6.59,0.68,1.68,0.75,0.6,0.56,0.78,0,1,0,0,0,0,1,0,0,0
Leonard Garcia,1.78,145.0,1.75,0,33.46,4.83,0.39,9.63,0.59,0.0,0.0,0.69,0.5,0.66,Max Holloway,1.8,145.0,1.75,21.07,3.03,0.26,3.03,0.26,0.0,0.0,0.0,0.0,0.86,0,1,0,0,0,0,1,0,0,0
Leonardo Mafra,1.78,155.0,1.78,0,25.22,4.31,0.46,8.52,0.75,0.0,0.0,0.25,1.4,0.92,Rick Story,1.75,170.0,1.8,29.88,5.12,0.43,5.12,0.43,1.87,0.55,0.55,0.0,0.67,0,1,0,0,0,0,0,0,1,0
Leonardo Mafra,1.78,155.0,1.78,0,26.23,6.63,0.57,8.97,0.67,2.28,0.83,0.64,0.46,0.86,Stevie Ray,1.78,155.0,1.78,25.31,6.84,0.79,6.84,0.79,0.0,0.0,0.0,4.56,0.77,0,1,0,0,0,0,0,0,1,0
Leonardo Santos,1.83,155.0,1.9,0,34.13,3.5,0.54,4.63,0.67,1.54,0.14,0.5,1.54,0.75,Norman Parke,1.8,155.0,1.78,27.25,4.6,0.42,4.6,0.42,3.0,0.39,0.39,0.0,0.82,0,1,0,0,0,0,1,0,0,0
Leonardo Santos,1.83,155.0,1.9,1,39.32,3.35,0.47,3.35,0.47,1.47,0.5,0.5,0.37,0.76,Stevie Ray,1.78,155.0,1.78,29.19,5.35,0.52,5.35,0.52,0.92,0.6,0.6,0.61,0.7,0,1,0,0,0,0,0,0,1,0
Leslie Smith,1.75,135.0,1.68,1,33.59,6.9,0.39,12.43,0.53,0.0,0.0,1.0,0.0,0.57,Rin Nakai,1.55,135.0,1.52,29.41,3.47,0.6,3.47,0.6,3.0,0.16,0.16,0.0,0.89,0,1,0,0,0,0,1,0,0,0
Lina Lansberg,1.7,135.0,1.65,0,36.57,5.57,0.64,7.06,0.62,0.67,0.22,0.25,0.0,0.73,Yana Kunitskaya,1.68,135.0,1.73,28.9,4.97,0.71,4.97,0.71,4.39,0.25,0.25,0.0,0.71,0,1,0,0,0,0,1,0,0,0
Lina Lansberg,1.7,135.0,1.65,1,37.22,5.48,0.61,8.62,0.66,0.57,0.25,0.55,0.29,0.75,Tonya Evinger,1.7,135.0,1.78,37.99,3.19,0.45,3.19,0.45,0.98,0.2,0.2,0.0,0.73,0,1,0,0,0,0,1,0,0,0
Lina Lansberg,1.7,135.0,1.65,1,37.54,6.53,0.7,6.81,0.73,0.57,0.67,0.54,0.29,0.69,Macy Chiasson,1.8,135.0,1.83,28.17,11.64,0.69,5.88,0.62,0.0,0.0,0.33,0.0,0.83,0,1,0,0,0,0,1,0,0,0
Lina Lansberg,1.7,135.0,1.65,0,37.87,5.7,0.68,6.1,0.72,1.0,0.57,0.41,0.25,0.71,Sara McMann,1.68,135.0,1.68,39.34,5.12,0.61,5.12,0.61,3.07,0.41,0.41,0.88,0.69,0,1,0,0,0,0,1,0,0,0
Liz Carmouche,1.68,125.0,1.68,0,30.16,9.88,0.72,11.26,0.72,3.27,1.0,1.0,2.18,0.69,Miesha Tate,1.68,135.0,1.65,27.67,2.55,0.52,12.22,0.83,1.37,0.33,0.75,0.0,0.72,0,1,0,0,0,0,1,0,0,0
Liz Carmouche,1.68,125.0,1.68,1,35.01,8.3,0.79,8.3,0.79,3.25,0.57,0.57,0.0,0.67,Lucie Pudilova,1.73,125.0,1.7,24.7,7.48,0.46,7.03,0.43,0.0,0.0,0.29,0.5,0.55,0,1,0,0,0,0,1,0,0,0
Liz Carmouche,1.68,125.0,1.68,0,35.47,6.48,0.79,6.77,0.71,3.5,0.78,0.69,0.5,0.68,Valentina Shevchenko,1.65,125.0,1.68,31.43,7.25,0.65,7.25,0.65,2.08,0.47,0.47,0.69,0.9,0,1,0,0,0,0,0,0,1,0
Lorenz Larkin,1.8,170.0,1.83,1,28.81,3.41,0.48,3.41,0.48,0.0,0.0,0.0,0.0,0.95,Santiago Ponzinibbio,1.83,170.0,1.85,28.75,2.76,0.34,4.21,0.39,0.32,0.33,0.5,0.0,1.1,0,1,0,0,0,0,1,0,0,0
Lorenz Larkin,1.8,170.0,1.83,1,29.96,5.62,0.49,4.75,0.43,0.37,0.25,0.14,0.0,0.82,Neil Magny,1.91,170.0,2.03,29.05,7.16,0.65,7.16,0.65,2.81,0.44,0.44,0.51,0.7,0,1,0,0,0,0,1,0,0,0
Louis Gaudinot,1.6,125.0,1.6,0,29.01,9.49,0.56,9.49,0.56,3.03,1.0,1.0,1.52,0.62,Tim Elliott,1.7,135.0,1.68,26.69,5.4,0.36,5.4,0.36,0.0,0.0,0.0,0.0,0.72,0,1,0,0,0,0,0,0,1,0
Louis Gaudinot,1.6,125.0,1.6,0,29.53,5.42,0.51,14.62,0.66,1.2,1.0,1.0,0.6,0.62,Phil Harris,1.63,125.0,1.63,30.51,2.27,0.24,2.34,0.24,1.7,0.75,0.33,0.0,0.66,0,1,0,0,0,0,1,0,0,0
Louis Smolka,1.75,135.0,1.73,1,23.31,5.83,0.46,5.83,0.46,0.5,0.09,0.09,0.5,0.91,Richie Vaculik,1.68,125.0,1.75,31.39,3.75,0.7,2.99,0.54,3.04,0.27,0.5,1.52,0.69,0,1,0,0,0,0,1,0,0,0
Louis Smolka,1.75,135.0,1.73,1,23.99,6.1,0.46,6.43,0.48,0.74,0.15,0.23,0.37,0.92,Neil Seery,1.63,125.0,1.63,35.86,4.96,0.47,4.71,0.46,1.0,0.5,0.14,1.33,0.56,0,1,0,0,0,0,1,0,0,0
Louis Smolka,1.75,135.0,1.73,1,24.27,5.1,0.48,6.35,0.53,2.17,0.35,0.23,1.63,0.85,Paddy Holohan,1.78,125.0,1.75,27.47,5.18,0.64,3.18,0.58,2.18,0.5,0.43,1.56,0.79,0,1,0,0,0,0,1,0,0,0
Louis Smolka,1.75,135.0,1.73,0,25.46,7.1,0.72,7.68,0.74,4.14,0.53,0.5,5.8,0.69,Ray Borg,1.63,135.0,1.6,23.41,4.0,0.71,3.92,0.7,3.32,0.56,0.53,2.65,0.82,0,1,0,0,0,0,1,0,0,0
Louis Smolka,1.75,135.0,1.73,0,25.75,6.66,0.69,6.05,0.71,1.66,0.4,0.5,4.14,0.71,Tim Elliott,1.7,135.0,1.68,30.31,10.6,0.64,8.75,0.63,3.66,0.8,0.71,0.92,0.68,0,1,0,0,0,0,0,0,1,0
Louis Smolka,1.75,135.0,1.73,0,26.46,5.28,0.62,6.8,0.73,1.78,0.42,0.69,3.57,0.72,Matheus Nicolau,1.68,125.0,1.68,24.98,6.02,0.68,4.83,0.58,3.35,0.75,0.75,3.35,0.75,0,1,0,0,0,0,1,0,0,0
Louis Smolka,1.75,135.0,1.73,0,27.65,3.11,0.41,4.95,0.62,0.86,0.27,0.73,1.15,0.75,Matt Schnell,1.73,125.0,1.78,29.15,4.19,0.38,3.75,0.32,0.44,0.25,0.25,0.87,0.75,0,1,0,0,0,0,1,0,0,0
Louis Smolka,1.75,135.0,1.73,1,28.16,3.86,0.42,5.96,0.59,1.11,0.3,0.84,1.11,0.71,Ryan MacDonald,1.8,135.0,1.8,26.49,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,0.91,0,1,0,0,0,0,0,0,0,1
Luan Chagas,1.83,170.0,1.9,0,24.84,5.08,0.5,5.03,0.56,0.39,0.14,0.1,0.39,0.83,Siyar Bahadurzada,1.8,170.0,1.85,34.01,6.15,0.61,6.15,0.61,1.15,0.8,0.8,0.57,0.77,0,1,0,0,0,0,1,0,0,0
Lucas Martins,1.83,145.0,1.83,0,26.55,3.84,0.4,3.84,0.4,0.0,0.0,0.0,0.78,0.88,Mirsad Bektic,1.73,145.0,1.78,24.28,7.8,0.68,3.2,0.56,2.0,0.57,0.33,0.0,0.78,0,0,0,1,0,0,1,0,0,0
Lucas Martins,1.83,145.0,1.83,1,27.41,3.4,0.4,5.38,0.48,0.0,0.0,0.5,0.89,0.89,Rob Whiteford,1.75,145.0,1.75,33.0,3.47,0.58,3.47,0.58,2.23,0.32,0.32,0.0,0.8,0,0,0,1,0,0,0,0,1,0
Lucie Pudilova,1.73,125.0,1.7,1,23.69,7.73,0.49,7.73,0.49,0.0,0.0,0.0,1.0,0.67,Sarah Moras,1.7,135.0,1.7,29.8,1.57,0.4,1.57,0.4,0.0,0.0,0.0,1.68,0.62,0,1,0,0,0,0,1,0,0,0
Lucio Linhares,1.88,185.0,1.88,0,36.31,3.71,0.61,2.51,0.66,3.59,1.0,0.5,3.59,0.71,Yushin Okami,1.88,170.0,1.9,28.69,4.06,0.47,4.06,0.47,0.28,1.0,1.0,0.57,0.71,0,1,0,0,0,0,0,0,1,0
Luigi Fioravanti,1.73,170.0,1.78,1,27.11,3.22,0.51,3.22,0.51,0.35,0.14,0.14,0.0,0.7,Luke Cummo,1.83,170.0,1.88,27.84,4.46,0.55,4.46,0.55,1.14,0.6,0.6,2.28,0.5,0,1,0,0,0,0,1,0,0,0
Luis Henrique,1.88,243.0,1.88,0,23.54,5.75,0.62,5.75,0.62,4.13,0.42,0.42,1.55,0.67,Marcin Tybura,1.91,249.0,1.98,31.32,4.55,0.49,4.17,0.41,0.72,0.33,0.0,0.0,0.88,0,1,0,0,0,0,1,0,0,0
Luis Pena,1.91,155.0,1.9,1,25.71,2.27,0.35,3.67,0.53,1.0,0.11,0.5,0.0,1.0,Steven Peterson,1.78,145.0,1.78,28.82,5.47,0.28,5.47,0.28,1.0,0.1,0.1,0.0,0.75,0,0,0,1,0,0,1,0,0,0
Luis Pena,1.91,155.0,1.9,1,25.96,3.33,0.45,3.73,0.53,1.0,0.17,0.5,0.0,0.86,Matt Wiman,1.78,155.0,1.73,35.76,6.42,0.66,7.58,0.69,0.78,0.18,0.27,1.16,0.65,0,0,0,1,0,0,1,0,0,0
Luis Pena,1.91,155.0,1.9,0,26.27,4.8,0.52,3.4,0.54,1.09,0.23,0.46,0.36,0.88,Matt Frevola,1.75,155.0,1.8,29.34,4.0,0.41,4.32,0.43,2.9,0.32,0.32,1.45,0.89,0,0,0,1,0,0,1,0,0,0
Luis Ramos,1.73,170.0,1.73,0,31.43,5.97,0.57,5.97,0.57,0.0,0.0,0.0,0.0,0.68,Matt Brown,1.83,170.0,1.9,31.45,6.26,0.65,5.81,0.59,3.57,0.48,0.42,1.43,0.59,0,1,0,0,0,0,1,0,0,0
Luiz Cane,1.88,185.0,1.96,1,27.49,9.57,0.61,9.57,0.61,3.78,1.0,1.0,0.0,0.8,Rameau Thierry Sokoudjou,1.78,205.0,1.98,24.5,3.35,0.55,3.35,0.55,2.09,0.5,0.5,2.09,0.57,0,0,0,1,0,0,1,0,0,0
Luiz Cane,1.88,185.0,1.96,1,27.98,5.98,0.56,4.99,0.46,1.13,1.0,0.5,0.0,0.82,Steve Cantwell,1.88,185.0,1.9,22.36,4.67,0.58,4.67,0.58,3.69,1.0,1.0,3.69,0.75,0,0,0,1,0,0,1,0,0,0
Luke Barnatt,1.98,185.0,1.96,0,26.13,7.5,0.38,6.38,0.42,1.29,1.0,1.0,1.29,0.75,Sean Strickland,1.85,170.0,1.93,23.26,5.27,0.62,5.27,0.62,3.3,0.5,0.5,3.3,1.0,0,1,0,0,0,0,1,0,0,0
Luke Barnatt,1.98,185.0,1.96,0,26.61,4.92,0.32,4.62,0.36,0.56,0.5,0.5,0.56,0.67,Roger Narvaez,1.91,185.0,2.01,31.2,0.54,0.17,0.54,0.17,0.0,0.0,0.0,0.0,0.86,0,1,0,0,0,0,0,0,1,0
Luke Barnatt,1.98,185.0,1.96,0,27.09,4.13,0.31,4.45,0.4,0.36,0.33,0.33,0.36,0.7,Mark Munoz,1.83,185.0,1.83,37.26,5.67,0.73,2.31,0.65,3.15,0.29,0.11,1.26,0.74,0,1,0,0,0,0,1,0,0,0
Luke Caudillo,1.7,155.0,1.7,0,26.96,1.87,0.22,4.73,0.38,0.0,0.0,0.0,0.0,0.53,Marcus Aurelio,1.78,155.0,1.88,34.25,3.13,0.33,3.13,0.33,0.0,0.0,0.0,0.0,0.73,0,1,0,0,0,0,1,0,0,0
Luke Cummo,1.83,170.0,1.88,0,28.29,4.08,0.61,4.08,0.61,0.0,0.0,0.0,1.14,0.45,Tamdan McCrory,1.93,185.0,1.98,21.76,2.92,0.55,2.92,0.55,1.95,0.4,0.4,1.95,0.83,0,1,0,0,0,0,0,0,0,1
Luke Jumeau,1.8,170.0,1.83,0,29.61,3.93,0.57,3.93,0.57,0.0,0.0,0.0,0.0,0.73,Shinsho Anzai,1.7,170.0,1.78,31.81,5.98,0.7,5.98,0.7,2.99,0.25,0.25,0.0,0.82,0,1,0,0,0,0,1,0,0,0
Luke Rockhold,1.91,205.0,1.96,1,29.52,3.56,0.53,4.36,0.55,0.0,0.0,0.0,0.0,0.77,Tim Boetsch,1.83,185.0,1.88,33.24,3.73,0.61,3.73,0.61,0.79,0.14,0.14,1.57,0.61,0,0,0,1,0,0,1,0,0,0
Luke Rockhold,1.91,205.0,1.96,1,30.06,3.76,0.63,3.2,0.55,0.0,0.0,0.0,4.18,0.79,Michael Bisping,1.85,185.0,1.9,35.69,4.09,0.35,4.54,0.41,0.0,0.0,0.45,0.0,0.78,0,0,0,1,0,0,1,0,0,0
Luke Rockhold,1.91,205.0,1.96,1,30.5,3.58,0.56,2.97,0.36,0.0,0.0,0.0,3.43,0.73,Lyoto Machida,1.85,185.0,1.88,36.89,2.12,0.41,2.03,0.4,0.28,0.5,0.5,0.0,0.7,0,0,0,1,0,0,0,0,1,0
Luke Rockhold,1.91,205.0,1.96,0,31.63,6.78,0.67,5.83,0.6,1.33,0.6,0.29,2.66,0.76,Michael Bisping,1.85,185.0,1.9,37.27,4.58,0.37,4.06,0.37,0.0,0.0,0.14,0.0,0.78,0,0,0,1,0,0,1,0,0,0
Luke Rockhold,1.91,205.0,1.96,0,33.32,7.42,0.67,7.01,0.66,1.95,0.5,0.44,1.17,0.79,Yoel Romero,1.83,185.0,1.85,40.78,3.89,0.6,3.89,0.6,1.69,0.29,0.29,0.0,0.64,0,0,0,1,0,0,0,0,1,0
Luke Sanders,1.68,135.0,1.7,1,32.34,11.03,0.63,10.47,0.62,0.84,0.33,0.5,0.84,0.92,Patrick Williams,1.73,135.0,1.85,36.6,4.65,0.49,4.17,0.59,4.72,0.57,0.67,1.18,0.62,0,0,0,1,0,0,1,0,0,0
Luke Sanders,1.68,135.0,1.7,0,32.7,7.89,0.57,7.77,0.61,0.46,0.33,0.33,0.46,0.86,Rani Yahya,1.68,135.0,1.7,33.95,4.56,0.49,2.54,0.38,3.7,0.41,0.4,1.68,0.71,0,0,0,1,0,0,1,0,0,0
Luke Sanders,1.68,135.0,1.7,1,33.18,7.62,0.57,7.88,0.62,0.49,0.33,0.2,0.0,0.8,Renan Barao,1.68,145.0,1.78,32.05,5.5,0.5,5.5,0.5,2.0,0.62,0.62,0.5,0.79,0,0,0,1,0,0,1,0,0,0
Lyoto Machida,1.85,185.0,1.88,1,29.99,6.22,0.75,5.02,0.71,1.66,0.86,0.36,1.93,0.83,Tito Ortiz,1.91,205.0,1.88,33.33,3.8,0.54,3.8,0.54,2.76,0.26,0.26,0.46,0.55,0,0,0,1,0,0,1,0,0,0
