name_x,height_x,weight_x,reach_x,fx_win,age_x,str_landed_per_min_x,str_acc_x,str_absorb_per_min_x,str_def_x,td_avg_x,td_acc_x,td_def_x,sub_avg_x,win_percentage_x,name_y,height_y,weight_y,reach_y,age_y,str_landed_per_min_y,str_acc_y,str_absorb_per_min_y,str_def_y,td_avg_y,td_acc_y,td_def_y,sub_avg_y,win_percentage_y,stance_x_Open Stance,stance_x_Orthodox,stance_x_Sideways,stance_x_Southpaw,stance_x_Switch,stance_y_Open Stance,stance_y_Orthodox,stance_y_Sideways,stance_y_Southpaw,stance_y_Switch
BJ Penn,1.75,155.0,1.78,1,29.1,5.02,0.73,5.59,0.66,1.54,0.6,0.5,1.03,0.35,Joe Stevenson,1.7,145.0,1.78,25.6,5.8,0.66,2.43,0.39,3.81,0.7,0.6,4.35,0.72,0,1,0,0,0,0,1,0,0,0
BJ Penn,1.75,155.0,1.78,1,29.45,5.97,0.69,5.99,0.61,0.35,0.5,0.33,1.76,0.39,Sean Sherk,1.68,155.0,1.7,34.8,6.7,0.67,6.7,0.67,5.35,0.48,0.48,0.62,0.89,0,1,0,0,0,0,1,0,0,0
BJ Penn,1.75,155.0,1.78,0,30.14,6.63,0.68,5.61,0.52,0.28,0.33,0.31,1.13,0.42,Georges St-Pierre,1.8,185.0,1.93,27.7,9.17,0.77,2.18,0.45,4.02,0.84,0.08,2.26,1.0,0,1,0,0,0,0,1,0,0,0
BJ Penn,1.75,155.0,1.78,1,30.65,5.4,0.71,8.15,0.66,0.0,0.0,0.28,0.78,0.4,Kenny Florian,1.78,145.0,1.88,33.2,7.93,0.63,7.77,0.59,4.68,0.67,0.38,0.94,0.64,0,1,0,0,0,0,0,0,1,0
BJ Penn,1.75,155.0,1.78,1,31.0,6.59,0.74,7.71,0.68,0.24,0.2,0.17,0.48,0.43,Diego Sanchez,1.78,170.0,1.83,27.95,3.56,0.42,5.41,0.52,1.21,0.29,0.56,1.81,0.83,0,1,0,0,0,0,0,0,1,0
BJ Penn,1.75,155.0,1.78,0,31.32,6.44,0.74,6.01,0.6,0.2,0.2,0.08,0.2,0.45,Frankie Edgar,1.68,145.0,1.73,28.48,5.1,0.52,2.43,0.3,3.44,0.46,0.59,0.57,0.71,0,1,0,0,0,0,1,0,0,0
BJ Penn,1.75,155.0,1.78,0,31.71,5.03,0.58,5.44,0.57,0.17,0.25,0.08,0.17,0.43,Frankie Edgar,1.68,145.0,1.73,28.87,4.8,0.45,2.62,0.28,2.89,0.35,0.2,0.48,0.73,0,1,0,0,0,0,1,0,0,0
BJ Penn,1.75,155.0,1.78,1,31.94,4.68,0.51,3.31,0.4,0.49,0.5,0.06,0.16,0.42,Matt Hughes,1.75,170.0,1.85,37.1,4.36,0.63,2.67,0.45,1.54,0.31,0.67,0.39,0.83,0,1,0,0,0,0,0,0,0,1
BJ Penn,1.75,155.0,1.78,0,32.21,3.89,0.44,2.96,0.34,0.41,0.67,0.08,0.0,0.44,Jon Fitch,1.83,170.0,1.93,33.01,8.63,0.7,5.97,0.61,4.75,0.59,0.27,0.25,0.79,0,1,0,0,0,0,1,0,0,0
BJ Penn,1.75,155.0,1.78,0,32.88,2.8,0.36,6.72,0.54,0.92,0.67,0.24,0.23,0.42,Nick Diaz,1.85,185.0,1.93,28.24,11.39,0.62,10.36,0.58,1.22,0.29,0.16,1.83,0.74,0,1,0,0,0,0,0,0,1,0
BJ Penn,1.75,155.0,1.78,0,33.99,3.94,0.51,11.44,0.62,1.36,0.5,0.35,0.27,0.44,Rory MacDonald,1.83,170.0,1.93,23.38,4.91,0.59,4.91,0.59,4.38,0.6,0.6,0.73,0.86,0,1,0,0,0,0,1,0,0,0
BJ Penn,1.75,155.0,1.78,0,38.09,4.74,0.57,13.58,0.65,0.99,0.33,0.36,0.33,0.46,Yair Rodriguez,1.8,145.0,1.8,24.28,5.25,0.48,5.25,0.48,1.45,0.43,0.43,0.48,0.8,0,1,0,0,0,0,1,0,0,0
BJ Penn,1.75,155.0,1.78,0,38.53,4.27,0.54,13.27,0.64,0.89,0.33,0.36,0.3,0.45,Dennis Siver,1.68,145.0,1.78,38.45,8.15,0.58,4.34,0.54,1.45,0.62,0.43,0.58,0.7,0,1,0,0,0,0,1,0,0,0
BJ Penn,1.75,155.0,1.78,0,40.41,3.48,0.48,8.1,0.48,0.0,0.0,0.25,0.0,0.48,Clay Guida,1.7,155.0,1.78,37.42,7.34,0.5,2.93,0.34,0.91,0.13,0.0,0.0,0.69,0,1,0,0,0,0,1,0,0,0
Bart Palaszewski,1.75,145.0,1.78,0,28.74,6.18,0.26,2.18,0.29,0.0,0.0,0.0,0.0,0.68,Hatsu Hioki,1.8,145.0,1.78,28.61,3.87,0.69,3.87,0.69,2.0,0.29,0.29,0.0,0.77,0,1,0,0,0,0,1,0,0,0
Bart Palaszewski,1.75,145.0,1.78,0,29.35,2.7,0.32,10.2,0.75,0.0,0.0,0.4,0.85,0.67,Diego Nunes,1.68,145.0,1.7,29.85,3.33,0.45,4.78,0.53,0.5,0.67,0.24,0.0,0.85,0,1,0,0,0,0,1,0,0,0
Bartosz Fabinski,1.83,170.0,1.9,1,29.57,7.73,0.88,3.4,0.86,10.0,0.91,0.0,0.0,0.79,Hector Urbina,1.8,170.0,1.85,28.18,1.93,0.7,1.93,0.7,0.0,0.0,0.0,8.26,0.71,0,1,0,0,0,0,1,0,0,0
Bartosz Fabinski,1.83,170.0,1.9,1,32.24,6.83,0.82,2.23,0.74,8.0,0.73,0.0,0.0,0.8,Emil Meek,1.8,170.0,1.88,29.92,6.07,0.57,4.9,0.76,0.5,0.5,0.46,1.5,0.62,0,1,0,0,0,0,0,0,0,1
Bartosz Fabinski,1.83,170.0,1.9,0,32.56,6.16,0.81,3.02,0.66,7.33,0.71,0.0,0.0,0.81,Michel Prazeres,1.68,170.0,1.7,37.31,4.15,0.6,4.85,0.6,4.17,0.46,0.53,1.74,0.93,0,1,0,0,0,0,1,0,0,0
Bas Rutten,1.85,205.0,1.85,1,34.2,9.66,0.7,16.55,0.78,0.0,0.0,0.33,0.0,0.84,Kevin Randleman,1.78,205.0,1.78,27.74,4.88,0.51,1.75,0.67,7.5,1.0,0.0,0.0,0.52,0,1,0,0,0,0,1,0,0,0
Bea Malecki,1.75,135.0,1.88,1,28.56,4.3,0.37,6.88,0.43,0.0,0.0,0.6,4.3,1.0,Veronica Macedo,1.63,125.0,1.63,24.37,3.0,0.52,3.0,0.52,0.8,1.0,1.0,0.8,0.6,0,1,0,0,0,0,0,0,1,0
Bec Rawlings,1.68,125.0,1.63,1,27.1,7.95,0.6,1.93,0.44,0.0,0.0,0.33,3.61,0.5,Seohee Ham,1.57,115.0,1.57,29.03,5.53,0.44,5.53,0.44,0.0,0.0,0.0,0.0,0.68,0,1,0,0,0,0,0,0,1,0
Bec Rawlings,1.68,125.0,1.63,0,27.54,6.42,0.48,6.63,0.43,0.78,0.33,0.2,0.78,0.45,Paige VanZant,1.63,115.0,1.65,22.42,9.52,0.71,10.35,0.72,1.96,0.4,0.57,0.98,0.62,0,1,0,0,0,0,1,0,0,0
Bec Rawlings,1.68,125.0,1.63,0,27.98,6.26,0.49,6.3,0.43,0.61,0.33,0.2,0.61,0.42,Tecia Torres,1.55,115.0,1.52,27.47,6.78,0.62,6.78,0.62,0.67,0.12,0.12,0.0,0.67,0,1,0,0,0,0,1,0,0,0
Belal Muhammad,1.8,170.0,1.83,0,28.35,7.71,0.5,7.71,0.5,2.56,0.42,0.42,0.0,1.0,Vicente Luque,1.8,170.0,1.9,24.96,6.12,0.55,6.12,0.55,4.96,0.8,0.8,2.48,0.56,0,1,0,0,0,0,1,0,0,0
Belal Muhammad,1.8,170.0,1.83,1,28.59,7.47,0.5,7.67,0.5,2.45,0.42,0.42,0.0,0.92,Randy Brown,1.91,170.0,1.98,26.6,3.9,0.54,3.9,0.54,1.15,0.33,0.33,1.15,0.9,0,1,0,0,0,0,1,0,0,0
Belal Muhammad,1.8,170.0,1.83,1,29.0,7.98,0.52,6.57,0.48,2.3,0.41,0.42,0.0,0.92,Jordan Mein,1.83,170.0,1.85,27.74,3.91,0.52,3.34,0.51,2.85,0.78,0.64,0.0,0.72,0,1,0,0,0,0,1,0,0,0
Belal Muhammad,1.8,170.0,1.83,1,29.36,8.15,0.57,5.28,0.52,2.96,0.43,0.4,0.0,0.93,Tim Means,1.88,170.0,1.9,33.74,6.33,0.56,6.33,0.56,0.44,0.5,0.5,0.0,0.73,0,1,0,0,0,0,1,0,0,0
Belal Muhammad,1.8,170.0,1.83,0,30.53,7.15,0.53,3.72,0.38,2.5,0.38,0.1,0.25,0.94,Geoff Neal,1.8,170.0,1.9,28.39,8.39,0.56,8.39,0.56,0.0,0.0,0.0,1.63,0.83,0,1,0,0,0,0,0,0,1,0
Belal Muhammad,1.8,170.0,1.83,1,30.76,5.97,0.46,3.82,0.37,2.0,0.29,0.1,0.25,0.88,Curtis Millender,1.88,170.0,1.93,31.37,4.25,0.48,4.13,0.44,0.36,1.0,0.55,0.0,0.76,0,1,0,0,0,0,1,0,0,0
Belal Muhammad,1.8,170.0,1.83,1,31.16,6.13,0.46,3.83,0.36,1.5,0.27,0.0,0.25,0.89,Takashi Sato,1.78,170.0,1.85,29.25,5.24,0.45,5.24,0.45,0.0,0.0,0.0,0.0,0.82,0,1,0,0,0,0,0,0,1,0
Ben Askren,1.8,170.0,1.85,0,34.97,0.9,0.6,9.01,0.91,4.5,0.5,1.0,4.5,0.95,Jorge Masvidal,1.8,170.0,1.88,34.65,4.45,0.49,5.08,0.54,0.34,0.25,0.5,0.0,0.72,0,1,0,0,0,0,1,0,0,0
Ben Askren,1.8,170.0,1.85,0,35.27,0.88,0.6,9.68,0.92,4.4,0.5,1.0,4.4,0.9,Demian Maia,1.85,170.0,1.83,41.97,3.02,0.5,3.99,0.47,1.3,0.12,0.14,0.52,0.72,0,1,0,0,0,0,0,0,1,0
Ben Nguyen,1.65,125.0,1.65,1,27.28,5.42,0.45,5.42,0.45,0.0,0.0,0.0,0.0,0.68,Ryan Benoit,1.65,125.0,1.73,26.22,4.41,0.32,7.76,0.45,2.28,1.0,0.33,0.0,0.58,0,0,0,0,1,0,1,0,0,0
Ben Nguyen,1.65,125.0,1.65,0,27.94,6.22,0.48,3.7,0.42,0.0,0.0,0.0,3.97,0.65,Louis Smolka,1.75,135.0,1.73,24.99,5.1,0.58,5.78,0.62,2.43,0.33,0.33,2.12,0.79,0,0,0,0,1,0,1,0,0,0
Ben Nguyen,1.65,125.0,1.65,1,28.32,3.19,0.5,9.63,0.68,0.0,0.0,0.38,2.61,0.67,Geane Herrera,1.65,125.0,1.68,26.5,2.13,0.75,4.17,0.75,0.5,0.5,0.8,1.0,0.82,0,0,0,0,1,0,1,0,0,0
Ben Nguyen,1.65,125.0,1.65,1,28.85,5.18,0.45,5.83,0.54,0.0,0.0,0.31,1.4,0.68,Tim Elliott,1.7,135.0,1.68,30.46,7.1,0.63,5.25,0.59,5.5,0.78,0.72,0.61,0.65,0,0,0,0,1,0,0,0,1,0
Ben Nguyen,1.65,125.0,1.65,0,29.52,5.27,0.46,5.77,0.55,0.53,0.5,0.29,2.14,0.65,Jussier Formiga,1.65,125.0,1.7,32.83,3.03,0.51,3.7,0.52,0.61,0.2,0.08,1.21,0.8,0,0,0,0,1,0,1,0,0,0
Ben Nguyen,1.65,125.0,1.65,0,30.33,4.43,0.45,5.67,0.58,0.4,0.5,0.35,0.81,0.67,Wilson Reis,1.63,125.0,1.65,33.9,2.71,0.32,2.71,0.32,4.18,0.44,0.44,0.6,0.71,0,0,0,0,1,0,0,0,1,0
Ben Rothwell,1.93,265.0,1.98,1,28.65,0.5,0.14,14.07,0.71,0.0,0.0,1.0,0.0,0.84,Gilbert Yvel,1.88,225.0,1.96,33.95,1.42,0.17,8.02,0.46,0.0,0.0,0.0,0.0,0.71,0,1,0,0,0,0,1,0,0,0
Ben Rothwell,1.93,265.0,1.98,0,29.94,5.87,0.65,7.3,0.69,3.58,0.71,0.83,1.43,0.82,Mark Hunt,1.78,265.0,1.83,37.51,3.49,0.42,3.1,0.4,1.94,1.0,0.0,0.0,0.38,0,1,0,0,0,0,1,0,0,0
Ben Rothwell,1.93,265.0,1.98,1,30.51,4.06,0.6,7.59,0.69,2.92,0.33,0.7,0.83,0.79,Brendan Schaub,1.93,245.0,1.98,29.1,5.7,0.45,3.24,0.48,1.82,0.44,0.0,0.0,0.64,0,1,0,0,0,0,1,0,0,0
Ben Rothwell,1.93,265.0,1.98,0,31.26,4.15,0.59,7.59,0.69,2.83,0.33,0.7,0.81,0.78,Gabriel Gonzaga,1.88,242.0,1.93,33.68,3.4,0.47,3.85,0.49,1.82,0.6,0.5,1.21,0.57,0,1,0,0,0,0,1,0,0,0
Ben Rothwell,1.93,265.0,1.98,1,31.87,4.46,0.61,5.86,0.67,2.82,0.33,0.38,0.81,0.78,Brandon Vera,1.91,230.0,1.93,35.89,3.39,0.63,7.47,0.72,0.57,0.5,0.62,0.29,0.61,0,1,0,0,0,0,1,0,0,0
Ben Rothwell,1.93,265.0,1.98,1,33.64,4.9,0.56,4.58,0.66,0.0,0.0,0.33,0.0,0.79,Matt Mitrione,1.91,265.0,2.01,36.89,4.6,0.5,4.09,0.51,0.0,0.0,0.0,0.0,0.58,0,1,0,0,0,0,0,0,0,1
Ben Rothwell,1.93,265.0,1.98,1,34.29,4.65,0.55,4.38,0.63,0.0,0.0,0.3,0.68,0.8,Josh Barnett,1.91,250.0,1.98,38.22,8.18,0.74,4.53,0.68,0.0,0.0,0.38,0.4,0.83,0,1,0,0,0,0,1,0,0,0
Ben Rothwell,1.93,265.0,1.98,0,34.48,5.06,0.5,4.49,0.59,0.0,0.0,0.0,1.2,0.78,Junior Dos Santos,1.93,238.0,1.96,32.2,4.21,0.47,3.05,0.44,0.42,0.67,0.05,0.21,0.67,0,1,0,0,0,0,1,0,0,0
Ben Rothwell,1.93,265.0,1.98,0,37.39,3.79,0.4,5.84,0.6,0.0,0.0,0.0,0.79,0.78,Blagoy Ivanov,1.8,250.0,1.85,32.41,2.04,0.22,4.4,0.44,0.0,0.0,0.0,0.0,0.89,0,1,0,0,0,0,0,0,1,0
Ben Rothwell,1.93,265.0,1.98,1,38.14,4.09,0.4,5.33,0.5,0.0,0.0,0.0,0.24,0.77,Stefan Struve,2.11,265.0,2.13,31.8,2.22,0.34,2.22,0.34,0.29,0.25,0.25,0.29,0.75,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,0,26.17,11.3,0.8,3.88,0.43,1.61,1.0,0.0,3.23,0.67,Mike Swick,1.85,170.0,1.96,29.99,4.24,0.52,6.02,0.65,0.66,1.0,0.55,0.33,0.67,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,1,26.61,7.42,0.77,6.14,0.58,0.83,0.5,0.12,1.66,0.64,Marcus Davis,1.78,170.0,1.78,36.24,5.64,0.6,4.8,0.5,1.72,0.46,0.5,1.72,0.64,0,1,0,0,0,0,0,0,1,0
Ben Saunders,1.88,170.0,1.96,0,26.95,7.69,0.73,5.92,0.57,0.7,0.25,0.1,1.4,0.61,Jon Fitch,1.83,170.0,1.93,32.09,7.23,0.63,5.39,0.57,2.57,0.44,0.29,0.64,0.78,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,0,27.32,4.83,0.72,10.59,0.78,0.0,0.0,0.3,0.0,0.62,Dennis Hallman,1.75,155.0,1.83,34.68,2.23,0.62,5.02,0.71,1.27,0.22,0.67,2.28,0.84,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,1,31.67,3.42,0.69,9.27,0.79,0.0,0.0,0.38,1.26,0.58,Joe Riggs,1.83,185.0,1.78,32.22,3.56,0.5,6.45,0.61,2.84,0.36,0.12,0.71,0.72,0,1,0,0,0,0,0,0,1,0
Ben Saunders,1.88,170.0,1.96,1,32.28,2.86,0.71,9.53,0.81,0.0,0.0,0.47,1.35,0.59,Kenny Robertson,1.78,170.0,1.88,31.44,8.85,0.65,5.86,0.61,2.18,0.25,0.33,1.31,0.83,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,0,32.76,7.1,0.63,6.11,0.6,0.0,0.0,0.64,1.35,0.57,Patrick Cote,1.8,170.0,1.8,35.88,7.05,0.69,7.27,0.69,1.59,0.22,0.32,0.27,0.75,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,1,33.76,9.23,0.62,6.62,0.57,0.61,1.0,0.8,1.23,0.59,Court McGee,1.8,170.0,1.9,32.09,5.83,0.51,3.72,0.43,3.05,0.26,0.5,0.91,0.71,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,0,34.13,7.72,0.56,6.24,0.49,0.4,1.0,0.57,0.0,0.6,Peter Sobotta,1.83,170.0,1.9,30.38,6.09,0.65,5.98,0.64,3.43,0.67,0.55,0.86,0.77,0,1,0,0,0,0,0,0,1,0
Ben Saunders,1.88,170.0,1.96,1,35.14,4.62,0.44,5.94,0.47,0.41,1.0,0.33,0.0,0.59,Jake Ellenberger,1.75,170.0,1.8,33.18,3.54,0.44,3.54,0.43,0.47,0.12,0.12,0.47,0.68,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,0,35.44,4.21,0.4,5.24,0.43,0.0,0.0,0.33,0.0,0.58,Sergio Moraes,1.83,170.0,1.83,36.17,4.06,0.46,4.98,0.43,0.31,0.25,0.0,0.0,0.61,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,0,35.56,4.6,0.53,4.04,0.5,0.0,0.0,1.0,0.0,0.59,Lyman Good,1.83,170.0,1.88,33.44,6.48,0.52,6.48,0.52,0.64,1.0,1.0,0.0,0.83,0,1,0,0,0,0,1,0,0,0
Ben Saunders,1.88,170.0,1.96,0,36.67,6.42,0.65,3.8,0.56,0.0,0.0,1.0,0.0,0.58,Matt Brown,1.83,170.0,1.9,38.92,4.22,0.56,4.22,0.56,0.0,0.0,0.0,0.49,0.62,0,1,0,0,0,0,1,0,0,0
Ben Sosoli,1.83,265.0,1.83,0,30.2,1.73,0.27,3.6,0.51,0.0,0.0,0.0,0.0,0.7,Marcos Rogerio de Lima,1.85,253.0,1.9,34.66,5.22,0.64,3.56,0.59,1.41,0.6,0.62,0.0,0.67,0,0,0,1,0,0,1,0,0,0
Ben Wall,1.78,155.0,1.85,0,25.13,1.39,0.33,1.39,0.33,0.0,0.0,0.0,0.0,0.78,Justin Salas,1.73,155.0,1.78,32.16,4.26,0.44,5.71,0.51,2.11,0.23,0.4,0.0,0.67,0,1,0,0,0,0,0,0,1,0
Beneil Dariush,1.78,155.0,1.83,0,24.93,5.14,0.43,4.0,0.64,0.0,0.0,0.0,8.57,1.0,Ramsey Nijem,1.8,155.0,1.9,26.03,5.46,0.52,5.46,0.52,4.86,0.6,0.6,0.41,0.54,0,0,0,1,0,0,1,0,0,0
Beneil Dariush,1.78,155.0,1.83,1,25.47,3.6,0.48,8.77,0.65,2.04,0.5,0.6,2.04,1.0,Diego Ferreira,1.75,155.0,1.88,29.77,5.33,0.45,4.53,0.44,2.0,1.0,0.6,5.99,1.0,0,0,0,1,0,0,1,0,0,0
Beneil Dariush,1.78,155.0,1.83,1,25.85,3.6,0.51,5.15,0.53,2.52,0.5,0.5,1.01,1.0,Daron Cruickshank,1.73,155.0,1.83,29.76,3.56,0.43,4.0,0.53,3.12,0.56,0.44,0.69,0.7,0,0,0,1,0,0,0,0,0,1
Beneil Dariush,1.78,155.0,1.83,1,25.95,3.6,0.53,4.61,0.51,2.53,0.55,0.3,1.26,0.91,Jim Miller,1.73,155.0,1.8,31.63,3.05,0.48,6.33,0.61,1.52,0.33,0.5,1.02,0.63,0,0,0,1,0,0,0,0,1,0
Beneil Dariush,1.78,155.0,1.83,1,26.26,3.65,0.56,2.08,0.4,2.59,0.57,0.22,1.3,0.83,Michael Johnson,1.78,155.0,1.85,29.18,4.58,0.34,4.58,0.34,1.16,0.57,0.57,0.0,0.54,0,0,0,1,0,0,0,0,1,0
Beneil Dariush,1.78,155.0,1.83,0,26.95,4.07,0.49,2.87,0.38,1.71,0.33,0.0,0.86,0.77,Michael Chiesa,1.85,170.0,1.9,28.36,6.51,0.58,6.13,0.58,2.99,0.45,0.29,0.33,0.87,0,0,0,1,0,0,0,0,1,0
Beneil Dariush,1.78,155.0,1.83,1,27.08,4.25,0.47,3.16,0.38,1.36,0.25,0.14,1.02,0.79,James Vick,1.91,155.0,1.93,29.28,5.71,0.46,5.69,0.49,0.0,0.0,0.33,0.3,0.56,0,0,0,1,0,0,1,0,0,0
Beneil Dariush,1.78,155.0,1.83,1,27.5,5.05,0.5,3.23,0.37,1.11,0.18,0.5,0.37,0.8,Rashid Magomedov,1.75,155.0,1.78,31.93,5.94,0.54,4.45,0.51,1.25,0.83,0.38,0.0,0.9,0,0,0,1,0,0,1,0,0,0
Beneil Dariush,1.78,155.0,1.83,0,27.85,5.49,0.48,4.58,0.43,0.37,0.06,0.5,0.0,0.75,Edson Barboza,1.8,155.0,1.9,31.14,3.85,0.43,3.47,0.32,0.25,0.25,0.14,0.0,0.68,0,0,0,1,0,0,1,0,0,0
Beneil Dariush,1.78,155.0,1.83,0,28.42,5.82,0.52,3.86,0.45,0.44,0.08,0.5,0.0,0.76,Evan Dunham,1.78,155.0,1.78,35.8,9.13,0.53,3.47,0.41,2.81,0.36,0.0,0.94,0.62,0,0,0,1,0,0,0,0,1,0
Beneil Dariush,1.78,155.0,1.83,1,29.84,6.62,0.56,3.08,0.44,1.53,0.4,0.11,0.76,0.8,Drew Dober,1.73,155.0,1.78,30.39,8.19,0.51,5.56,0.54,0.73,0.22,0.6,0.0,0.72,0,0,0,1,0,0,0,0,1,0
Beneil Dariush,1.78,155.0,1.83,1,30.47,6.19,0.61,3.17,0.5,2.23,0.46,0.11,1.11,0.81,Frank Camacho,1.78,170.0,1.85,30.44,10.75,0.55,10.08,0.57,1.3,0.4,0.45,0.0,0.76,0,0,0,1,0,0,1,0,0,0
Beneil Dariush,1.78,155.0,1.83,1,30.84,6.28,0.66,2.37,0.56,4.38,0.53,0.0,2.19,0.77,Drakkar Klose,1.75,155.0,1.78,32.0,5.93,0.59,5.82,0.55,1.25,0.21,0.21,0.0,0.77,0,0,0,1,0,0,1,0,0,0
Benito Lopez,1.78,135.0,1.85,0,24.87,5.27,0.42,5.27,0.42,0.0,0.0,0.0,1.0,1.0,Manny Bermudez,1.78,145.0,1.8,24.59,3.52,0.62,3.52,0.62,1.76,0.2,0.2,8.79,0.85,0,0,0,0,1,0,1,0,0,0
Benito Lopez,1.78,135.0,1.85,1,25.27,4.96,0.44,5.12,0.45,0.0,0.0,1.0,0.83,0.9,Vince Morales,1.7,135.0,1.78,28.67,4.73,0.35,4.73,0.35,0.0,0.0,0.0,0.0,0.75,0,0,0,0,1,0,1,0,0,0
Benji Radach,1.78,185.0,1.78,0,23.48,4.98,0.74,1.49,0.7,0.0,0.0,0.1,0.0,0.75,Sean Sherk,1.68,155.0,1.7,29.15,14.57,0.93,9.56,0.92,6.66,0.58,0.5,0.0,0.94,0,1,0,0,0,0,1,0,0,0
Benson Henderson,1.75,170.0,1.78,1,27.74,7.6,0.6,2.4,0.58,3.0,0.75,0.36,0.0,0.87,Jim Miller,1.73,155.0,1.8,27.96,3.8,0.42,3.07,0.38,1.02,0.3,0.33,3.05,0.68,0,0,0,1,0,0,0,0,1,0
Benson Henderson,1.75,170.0,1.78,1,27.99,7.77,0.61,2.0,0.51,5.0,0.91,0.36,1.0,0.88,Clay Guida,1.7,155.0,1.78,29.93,4.0,0.41,2.47,0.34,2.82,0.35,0.29,1.21,0.74,0,0,0,1,0,0,1,0,0,0
Benson Henderson,1.75,170.0,1.78,1,28.28,7.44,0.62,2.11,0.52,4.0,0.67,0.3,0.67,0.82,Frankie Edgar,1.68,145.0,1.73,30.36,3.9,0.4,3.73,0.37,1.12,0.16,0.17,0.32,0.72,0,0,0,1,0,0,1,0,0,0
Benson Henderson,1.75,170.0,1.78,1,28.74,6.21,0.53,2.51,0.46,2.79,0.68,0.34,1.07,0.78,Frankie Edgar,1.68,145.0,1.73,30.82,4.09,0.43,3.92,0.41,1.76,0.26,0.28,0.32,0.68,0,0,0,1,0,0,1,0,0,0
Benson Henderson,1.75,170.0,1.78,1,29.06,4.85,0.48,2.62,0.41,1.88,0.62,0.33,1.12,0.79,Nate Diaz,1.83,170.0,1.93,27.65,10.8,0.64,9.7,0.61,0.0,0.0,0.5,1.72,0.6,0,0,0,1,0,0,0,0,1,0
Benson Henderson,1.75,170.0,1.78,1,30.19,4.62,0.56,3.1,0.42,1.51,0.4,0.19,0.19,0.77,Josh Thomson,1.78,155.0,1.8,35.35,5.74,0.68,5.32,0.63,2.9,0.75,0.67,0.0,0.73,0,0,0,1,0,0,1,0,0,0
Benson Henderson,1.75,170.0,1.78,1,30.56,5.21,0.64,2.64,0.44,2.26,0.52,0.24,0.19,0.78,Rustam Khabilov,1.73,155.0,1.85,27.59,1.58,0.22,1.58,0.22,5.93,0.5,0.0,0.0,0.94,0,0,0,1,0,0,1,0,0,0
Benson Henderson,1.75,170.0,1.78,0,30.77,3.95,0.57,2.07,0.36,1.06,0.36,0.44,0.63,0.79,Rafael Dos Anjos,1.73,170.0,1.78,29.82,4.42,0.48,4.42,0.48,1.12,0.36,0.36,0.84,0.69,0,0,0,1,0,0,0,0,1,0
Benson Henderson,1.75,170.0,1.78,0,31.17,4.09,0.61,2.25,0.47,1.55,0.45,0.42,0.93,0.8,Donald Cerrone,1.85,155.0,1.85,31.81,4.96,0.53,3.42,0.42,0.36,0.17,0.11,1.44,0.66,0,0,0,1,0,0,1,0,0,0
Benson Henderson,1.75,170.0,1.78,1,31.25,4.51,0.59,2.4,0.44,1.28,0.56,0.39,0.77,0.81,Brandon Thatch,1.88,170.0,1.88,29.6,8.74,0.54,3.67,0.38,2.62,1.0,0.25,0.0,0.67,0,0,0,1,0,0,0,0,0,1
Benson Henderson,1.75,170.0,1.78,1,32.03,4.47,0.5,3.01,0.4,1.14,0.4,0.45,0.85,0.81,Jorge Masvidal,1.8,170.0,1.88,31.04,6.25,0.59,5.9,0.54,1.25,0.56,0.27,0.5,0.74,0,0,0,1,0,0,1,0,0,0
Bernardo Magalhaes,1.75,155.0,1.65,0,31.17,2.0,0.43,6.53,0.53,0.0,0.0,0.0,0.0,0.85,Henry Martinez,1.7,155.0,1.73,28.84,4.67,0.4,7.47,0.56,0.0,0.0,0.67,0.0,0.8,0,1,0,0,0,0,0,0,1,0
Besam Yousef,1.8,170.0,1.8,0,28.03,12.89,0.72,10.66,0.69,0.0,0.0,0.25,0.0,0.86,Papy Abedi,1.8,185.0,1.88,34.77,4.21,0.51,6.06,0.62,1.86,0.33,0.33,0.0,0.9,0,1,0,0,0,0,0,0,1,0
Bethe Correia,1.65,135.0,1.63,0,32.11,8.1,0.62,4.6,0.42,0.41,0.25,0.2,0.0,0.78,Ronda Rousey,1.7,135.0,1.73,28.5,13.44,0.82,12.89,0.82,8.35,0.78,0.78,4.77,0.82,0,1,0,0,0,0,1,0,0,0
Bethe Correia,1.65,135.0,1.63,0,32.82,8.21,0.62,5.04,0.43,0.4,0.25,0.2,0.0,0.7,Raquel Pennington,1.7,135.0,1.7,27.61,4.89,0.5,4.89,0.5,1.67,0.42,0.42,1.33,0.42,0,1,0,0,0,0,1,0,0,0
