height_x,weight_x,reach_x,fx_win,fight_time_x,age_x,str_landed_per_min_x,str_acc_x,str_absorb_per_min_x,str_def_x,td_avg_x,td_acc_x,td_def_x,sub_avg_x,win_percentage_x,height_y,weight_y,reach_y,fight_time_y,age_y,str_landed_per_min_y,str_acc_y,str_absorb_per_min_y,str_def_y,td_avg_y,td_acc_y,td_def_y,sub_avg_y,win_percentage_y
1.78,155.0,1.78,0,1.83,34.93,1.09,0.67,3.83,0.64,0.0,0.0,1.0,0.0,0.6,1.75,145.0,1.83,2.0700000000000003,25.82,1.45,0.3,14.49,0.81,0.0,0.0,1.0,0.0,0.85
1.83,185.0,1.93,1,31.090000000000003,25.8,3.96,0.59,6.69,0.7,0.48,0.2,1.0,0.48,0.64,1.83,185.0,1.88,40.36999999999999,34.64,5.28,0.62,5.7,0.48,2.23,0.35,0.5,0.74,0.78
1.83,185.0,1.93,0,36.42,26.21,3.29,0.54,7.06,0.69,0.0,0.0,0.8,0.41,0.65,1.85,185.0,1.9,39.040000000000006,31.41,6.33,0.51,6.33,0.51,1.15,1.0,1.0,0.77,0.82
1.83,185.0,1.93,0,46.42,26.77,2.09,0.47,6.76,0.63,0.32,1.0,0.82,0.32,0.67,1.85,170.0,1.96,4.84,27.26,5.37,0.58,4.34,0.55,0.0,0.0,0.0,6.2,0.7
1.83,185.0,1.93,0,56.42,29.34,2.06,0.48,6.47,0.61,0.53,1.0,0.65,0.0,0.68,1.85,205.0,1.96,40.519999999999996,28.54,6.71,0.62,3.9,0.57,4.07,0.52,0.39,1.48,0.67
1.83,185.0,1.93,0,64.25,30.49,1.46,0.45,8.16,0.69,0.47,1.0,0.62,0.0,0.66,1.91,185.0,1.88,4.82,30.92,6.85,0.52,6.85,0.52,0.0,0.0,0.0,0.0,0.85
1.75,155.0,1.83,1,15.0,26.09,4.6,0.45,5.6,0.47,3.0,0.38,0.33,2.0,0.88,1.83,155.0,1.83,18.9,34.0,3.76,0.58,5.19,0.62,0.0,0.0,0.62,1.59,0.8
1.75,155.0,1.83,0,30.0,26.45,6.4,0.54,6.53,0.51,3.5,0.58,0.29,1.0,0.89,1.75,155.0,1.78,23.369999999999997,26.17,3.85,0.51,3.85,0.51,2.57,0.29,0.29,0.64,0.71
1.83,170.0,1.93,0,15.0,31.84,3.33,0.85,4.6,0.72,2.0,0.67,0.86,6.0,0.92,1.8,170.0,1.85,51.89999999999999,30.59,2.5,0.5,2.5,0.5,1.16,0.25,0.25,1.73,0.77
1.83,170.0,1.93,1,30.0,33.26,3.73,0.51,3.3,0.55,1.0,0.67,0.92,3.0,0.85,1.85,170.0,2.01,11.77,28.87,8.33,0.57,8.33,0.57,1.27,0.25,0.25,3.82,0.76
1.83,170.0,1.93,0,45.0,33.7,5.18,0.51,3.36,0.51,1.0,0.6,0.93,2.67,0.86,1.73,170.0,1.78,50.47999999999999,32.84,4.97,0.6,5.82,0.58,2.97,0.34,0.24,0.0,0.73
1.85,185.0,1.85,0,0.40000000000000036,27.08,12.5,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.83,185.0,1.88,24.739999999999995,33.99,6.87,0.76,4.41,0.54,3.64,0.38,0.5,0.61,0.8
1.75,155.0,1.85,1,12.850000000000001,27.84,5.21,0.53,2.02,0.39,1.17,0.5,0.0,0.0,0.67,1.75,155.0,1.8,9.04,24.97,5.75,0.36,8.74,0.51,0.0,0.0,0.0,0.0,0.9
1.75,155.0,1.85,1,27.85,28.59,5.82,0.5,3.77,0.5,1.62,0.33,0.2,0.0,0.71,1.75,155.0,1.78,15.0,29.73,7.6,0.7,7.6,0.7,2.0,1.0,1.0,0.0,0.78
1.75,155.0,1.85,1,42.85,29.08,5.44,0.48,3.73,0.49,1.4,0.33,0.25,0.0,0.75,1.73,155.0,1.73,46.36,33.8,4.9,0.58,5.09,0.61,2.59,0.5,0.56,1.62,0.68
1.83,170.0,1.9,0,14.999999999999998,28.32,4.2,0.64,4.2,0.64,2.0,0.4,0.4,5.0,0.85,1.83,170.0,1.8,47.95000000000001,30.68,5.71,0.46,5.26,0.45,0.63,0.25,0.25,0.0,0.75
1.85,185.0,1.9,0,17.33,30.95,3.64,0.67,2.19,0.48,4.33,0.28,0.0,3.46,0.6,1.83,185.0,1.88,36.230000000000004,27.77,3.56,0.55,3.56,0.55,3.73,0.9,0.9,2.48,0.68
1.85,185.0,1.9,1,32.33,31.87,2.78,0.6,3.22,0.54,2.32,0.17,0.67,1.86,0.56,1.7,185.0,1.7,0.5500000000000007,31.25,1.82,0.5,1.82,0.5,0.0,0.0,0.0,0.0,0.85
1.85,185.0,1.9,0,47.33,32.87,2.7,0.5,3.23,0.49,2.22,0.18,0.67,1.27,0.59,1.88,170.0,1.9,53.0,27.44,5.13,0.63,5.13,0.63,1.7,0.5,0.5,1.7,0.76
1.65,125.0,1.73,1,10.0,29.86,2.1,0.68,1.9,0.44,3.0,0.67,0.0,6.0,1.0,1.6,125.0,1.57,15.0,24.49,2.13,0.37,2.13,0.37,5.0,0.62,0.62,1.0,1.0
1.65,125.0,1.73,1,25.0,30.13,1.72,0.52,4.04,0.65,1.8,0.43,0.64,5.4,1.0,1.68,125.0,1.75,3.9299999999999997,23.45,3.82,0.58,3.05,0.63,0.0,0.0,1.0,3.82,0.89
1.65,125.0,1.73,1,34.57,30.69,2.52,0.55,3.24,0.59,2.17,0.56,0.58,4.34,1.0,1.68,125.0,1.68,46.62999999999999,34.43,4.12,0.52,4.05,0.47,0.97,0.38,0.6,1.61,0.72
1.65,125.0,1.73,0,42.7,31.26,3.11,0.61,3.07,0.59,2.46,0.54,0.5,3.86,0.93,1.65,125.0,1.7,46.22,33.94,4.24,0.66,4.98,0.59,1.62,0.38,0.2,0.97,0.81
1.65,125.0,1.73,1,47.699999999999996,31.82,4.23,0.61,3.19,0.58,1.89,0.55,0.45,0.63,0.94,1.7,135.0,1.68,37.499999999999986,32.8,8.13,0.74,5.71,0.73,5.6,0.74,0.68,1.2,0.6
1.65,125.0,1.73,1,41.26,32.2,4.02,0.62,4.22,0.64,1.45,0.4,0.46,0.73,0.94,1.63,125.0,1.65,54.78000000000004,35.58,5.06,0.43,3.32,0.45,2.46,0.35,0.35,0.0,0.82
1.6,125.0,1.68,1,15.0,24.79,4.67,0.52,1.13,0.26,10.0,0.67,0.0,0.0,0.87,1.75,135.0,1.93,15.0,30.36,4.87,0.39,4.87,0.39,0.0,0.0,0.0,0.0,0.9
1.6,125.0,1.68,0,30.0,25.13,4.43,0.59,3.73,0.62,7.5,0.75,0.0,0.0,0.88,1.73,135.0,1.73,25.0,26.56,3.88,0.39,2.32,0.32,2.4,0.31,0.2,0.0,0.89
1.6,125.0,1.68,1,70.0,25.82,5.44,0.57,5.67,0.62,3.43,0.53,0.45,0.0,0.89,1.65,125.0,1.63,15.0,28.09,9.27,0.61,9.27,0.61,4.0,0.44,0.44,0.0,0.79
1.6,125.0,1.68,1,70.0,26.11,5.94,0.59,6.77,0.64,1.71,0.35,0.38,0.0,0.89,1.63,125.0,1.65,35.18,28.15,4.89,0.48,4.29,0.48,2.56,0.21,0.22,0.43,0.85
1.6,125.0,1.68,1,80.0,26.46,5.61,0.57,5.4,0.49,1.5,0.29,0.33,0.0,0.9,1.6,135.0,1.68,24.58,28.33,4.84,0.34,3.66,0.34,1.22,0.33,0.0,0.0,0.7
1.6,125.0,1.68,1,80.0,26.95,6.06,0.59,4.46,0.43,2.25,0.32,0.19,0.0,0.9,1.68,125.0,1.68,14.950000000000003,29.35,4.48,0.46,3.14,0.39,2.01,1.0,0.29,1.0,0.8
1.6,125.0,1.68,1,88.72,27.34,5.57,0.62,3.05,0.38,4.06,0.53,0.11,0.51,0.91,1.63,125.0,1.65,52.95000000000001,29.37,3.74,0.3,3.47,0.29,0.57,0.2,0.2,0.57,0.83
1.6,125.0,1.68,1,58.33,28.7,5.69,0.69,4.59,0.6,3.34,0.72,0.2,1.29,0.92,1.65,125.0,1.68,42.650000000000006,24.53,6.19,0.58,5.49,0.55,1.41,0.57,0.5,0.0,0.88
1.6,125.0,1.68,1,59.59,29.06,6.19,0.69,4.63,0.59,3.78,0.54,0.2,0.76,0.92,1.6,135.0,1.68,54.22,30.94,3.19,0.42,2.71,0.4,1.11,0.44,0.04,0.0,0.67
1.6,125.0,1.68,1,82.46000000000001,29.7,6.34,0.68,4.61,0.62,3.46,0.48,0.23,0.55,0.93,1.63,135.0,1.63,60.0,29.2,6.52,0.58,5.98,0.57,2.25,0.33,0.26,0.25,0.91
1.6,125.0,1.68,1,60.279999999999994,30.67,6.54,0.69,3.72,0.58,4.73,0.53,0.4,0.75,0.89,1.63,125.0,1.65,46.819999999999986,32.27,4.38,0.52,4.38,0.52,5.77,0.39,0.39,0.96,0.71
1.6,125.0,1.68,1,67.61999999999999,31.15,7.13,0.67,2.88,0.4,4.21,0.51,0.2,0.44,0.86,1.63,135.0,1.6,60.0,24.18,3.6,0.63,3.6,0.63,2.0,0.32,0.32,0.75,0.77
1.6,125.0,1.68,0,65.88999999999999,31.98,7.66,0.69,2.37,0.39,2.96,0.57,0.25,0.68,0.87,1.63,135.0,1.63,38.239999999999995,31.48,5.31,0.55,2.35,0.35,3.14,0.73,0.17,0.0,0.86
1.85,170.0,1.83,1,2.670000000000001,30.45,3.37,0.82,2.25,0.86,11.24,1.0,0.0,5.62,0.88,1.85,205.0,1.96,23.759999999999998,27.55,6.73,0.7,2.31,0.69,4.42,0.58,0.25,1.89,0.68
1.85,170.0,1.83,1,10.120000000000001,30.76,4.35,0.77,4.94,0.72,4.45,0.3,1.0,5.93,0.89,1.91,185.0,2.03,39.2,33.19,5.15,0.75,4.62,0.65,1.53,0.14,0.8,0.77,0.63
1.85,170.0,1.83,1,22.85,31.03,6.43,0.73,3.76,0.75,3.28,0.36,0.33,4.6,0.9,1.83,185.0,1.83,29.000000000000004,36.66,5.72,0.5,5.9,0.5,0.0,0.0,0.5,0.0,0.75
1.85,170.0,1.83,0,25.020000000000003,31.81,6.63,0.69,3.76,0.71,3.0,0.28,0.29,4.8,0.83,1.83,185.0,1.88,36.16,30.36,5.06,0.65,2.99,0.49,3.73,0.6,0.67,0.83,0.65
1.85,170.0,1.83,1,42.97,32.81,1.95,0.43,1.98,0.44,1.75,0.21,0.21,0.35,0.73,1.91,185.0,1.88,13.939999999999998,31.13,11.76,0.64,11.76,0.64,3.23,1.0,1.0,0.0,0.86
1.85,170.0,1.83,0,55.349999999999994,33.59,3.29,0.56,1.95,0.46,2.44,0.33,0.2,0.27,0.75,1.83,185.0,1.83,38.73,33.33,3.95,0.5,6.07,0.56,1.16,0.11,0.23,0.0,0.67
1.85,170.0,1.83,1,70.0,33.92,3.17,0.54,2.6,0.52,1.93,0.26,0.26,0.64,0.76,1.85,170.0,1.88,30.03,31.0,2.13,0.43,1.7,0.37,1.0,0.29,0.14,1.5,0.71
1.85,170.0,1.83,1,60.0,34.67,4.98,0.52,3.22,0.46,2.25,0.28,0.2,0.75,0.79,1.88,170.0,1.93,47.97,30.64,2.94,0.53,3.77,0.52,3.75,0.6,0.67,0.0,0.83
1.85,170.0,1.83,1,45.78,34.94,4.33,0.46,3.76,0.46,1.64,0.18,0.2,0.66,0.8,1.75,170.0,1.8,60.0,28.13,4.67,0.46,4.25,0.47,3.0,0.44,0.56,1.0,0.68
1.85,170.0,1.83,1,33.28,35.24,5.02,0.47,3.22,0.4,3.61,0.31,0.0,0.45,0.81,1.83,170.0,1.93,45.19999999999999,34.94,10.55,0.75,9.87,0.71,6.31,0.61,0.5,0.66,0.81
1.85,170.0,1.83,0,33.28,35.92,4.06,0.51,3.43,0.45,4.96,0.34,0.0,1.8,0.77,1.83,170.0,1.83,45.879999999999995,34.75,8.72,0.59,6.5,0.69,1.63,0.12,0.38,0.0,0.8
1.85,170.0,1.83,0,43.28,36.3,4.0,0.69,3.49,0.57,4.85,0.44,0.08,1.39,0.74,1.83,170.0,1.93,52.329999999999984,24.59,5.52,0.53,5.52,0.53,2.01,0.58,0.58,0.29,0.82
1.85,170.0,1.83,1,70.0,37.37,4.64,0.63,4.19,0.5,3.0,0.29,0.2,0.64,0.76,1.85,170.0,1.88,60.0,31.47,6.43,0.5,5.15,0.48,4.5,0.53,0.54,0.25,0.78
1.85,170.0,1.83,1,80.0,37.73,4.22,0.6,3.89,0.48,2.25,0.26,0.2,0.38,0.77,1.91,170.0,2.03,45.44000000000001,28.0,9.9,0.68,7.94,0.67,3.3,0.56,0.53,0.33,0.68
1.85,170.0,1.83,1,62.870000000000005,38.1,4.71,0.63,3.58,0.47,2.62,0.27,0.67,0.72,0.74,1.8,170.0,1.83,42.3,27.37,2.88,0.62,6.15,0.54,1.06,0.5,0.5,1.06,0.75
1.85,170.0,1.83,1,62.870000000000005,38.52,6.49,0.75,2.47,0.56,2.62,0.41,0.75,0.95,0.75,1.83,170.0,1.9,56.90999999999998,35.34,5.54,0.56,5.46,0.58,2.11,0.57,0.78,1.32,0.6
1.85,170.0,1.83,1,39.260000000000005,39.52,8.79,0.84,1.32,0.68,3.06,0.38,1.0,1.91,0.73,1.8,170.0,1.88,61.0,32.5,7.62,0.57,6.33,0.56,0.74,0.38,0.44,0.74,0.7
1.85,170.0,1.83,0,46.39,39.73,7.67,0.81,2.07,0.68,3.23,0.32,1.0,1.29,0.71,1.75,170.0,1.88,67.2,35.31,3.35,0.48,3.35,0.48,0.45,0.67,0.67,0.45,0.81
1.85,170.0,1.83,0,56.870000000000005,40.53,2.81,0.46,3.09,0.45,1.32,0.11,0.07,0.26,0.7,1.83,170.0,1.93,47.8,31.02,7.82,0.63,3.79,0.53,3.45,0.38,0.42,0.31,0.93
1.85,170.0,1.83,1,80.0,41.24,2.35,0.43,3.35,0.42,0.75,0.07,0.0,0.0,0.71,1.83,170.0,1.88,25.15,33.69,6.76,0.53,6.76,0.53,0.6,1.0,1.0,0.0,0.83
1.85,170.0,1.83,0,56.529999999999994,42.35,3.52,0.61,4.51,0.54,1.33,0.18,0.33,0.8,0.73,1.78,170.0,1.8,54.25,33.65,5.71,0.6,2.73,0.49,2.76,0.43,0.33,0.55,0.95
1.8,185.0,1.96,0,24.6,32.16,6.38,0.69,3.5,0.59,4.88,0.73,0.6,1.22,0.68,1.85,185.0,1.9,32.03,30.71,5.87,0.43,5.87,0.43,1.4,0.5,0.5,0.0,0.86
1.83,245.0,1.83,0,7.570000000000001,29.36,1.06,0.2,1.06,0.2,0.0,0.0,0.0,1.98,0.82,2.11,265.0,2.13,0.8999999999999995,21.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
1.68,155.0,1.68,1,15.0,25.66,7.6,0.69,3.8,0.61,8.0,0.89,0.0,1.0,0.77,1.75,145.0,1.83,4.05,26.42,2.22,0.39,2.22,0.39,7.41,0.67,0.67,0.0,0.89
1.68,155.0,1.68,1,19.72,26.2,6.59,0.66,3.3,0.52,6.85,0.82,0.0,2.28,0.71,1.73,145.0,1.78,26.85000000000001,31.57,7.9,0.66,6.74,0.63,2.23,0.5,0.5,1.12,0.79
1.68,155.0,1.68,1,34.72,26.45,8.96,0.65,4.49,0.53,3.89,0.45,0.06,2.16,0.67,1.8,145.0,1.75,28.200000000000003,21.47,5.74,0.38,5.74,0.38,0.0,0.0,0.0,0.0,0.75
1.68,155.0,1.68,1,49.72,27.25,7.82,0.55,4.73,0.48,3.92,0.45,0.06,1.51,0.62,1.75,145.0,1.8,45.480000000000004,26.77,8.42,0.71,4.38,0.47,6.93,0.5,0.42,1.98,0.75
1.68,155.0,1.68,0,50.900000000000006,27.92,8.23,0.51,5.6,0.48,3.54,0.3,0.12,1.18,0.61,1.73,145.0,1.8,62.52999999999999,32.49,3.82,0.51,3.82,0.51,1.2,0.19,0.19,1.2,0.71
1.68,155.0,1.68,0,39.2,28.58,6.48,0.43,5.36,0.47,4.59,0.38,0.17,0.77,0.63,1.75,145.0,1.8,41.34000000000002,29.13,2.95,0.34,2.9,0.33,1.09,0.33,0.33,0.0,0.68
1.68,155.0,1.68,1,34.730000000000004,29.19,6.97,0.52,4.89,0.52,3.89,0.31,0.15,0.86,0.6,1.7,145.0,1.75,35.83,37.79,4.05,0.72,4.05,0.72,3.35,0.26,0.26,0.84,0.76
1.68,155.0,1.68,1,36.78,29.65,7.29,0.62,4.02,0.53,2.85,0.37,0.19,0.82,0.57,1.7,145.0,1.78,19.86,32.38,2.72,0.5,2.82,0.53,1.51,0.33,0.33,1.51,0.65
1.68,155.0,1.68,0,47.47999999999999,31.58,7.06,0.57,5.77,0.54,2.21,0.23,0.1,0.0,0.64,1.83,145.0,1.78,60.0,29.25,5.6,0.5,5.6,0.5,1.0,0.16,0.16,0.25,0.78
1.68,155.0,1.68,1,47.47999999999999,32.1,6.61,0.53,6.68,0.52,2.53,0.24,0.1,0.0,0.65,1.73,155.0,1.83,5.23,28.36,1.15,0.38,1.15,0.38,2.87,1.0,1.0,0.0,0.75
1.75,155.0,1.83,0,0.3299999999999983,25.82,0.0,0.0,3.03,1.0,0.0,0.0,1.0,45.45,0.85,1.7,145.0,1.78,47.93000000000001,26.81,3.98,0.47,3.69,0.48,0.94,1.0,0.19,0.63,0.61
1.75,155.0,1.83,0,25.33,28.55,2.21,0.62,3.99,0.74,1.18,0.17,1.0,2.37,0.84,1.75,170.0,1.8,3.9000000000000004,32.12,0.26,0.25,0.0,0.0,3.85,1.0,1.0,3.85,0.79
1.75,155.0,1.83,0,29.58,29.85,2.37,0.64,4.56,0.7,1.01,0.15,1.0,3.04,0.84,1.85,185.0,1.85,31.22,33.61,7.05,0.73,7.69,0.73,0.48,0.33,1.0,0.0,0.76
1.75,155.0,1.83,0,44.58,34.01,1.91,0.6,5.14,0.69,1.01,0.16,1.0,2.69,0.85,1.7,170.0,1.8,30.0,26.77,4.6,0.75,4.13,0.66,6.0,0.86,0.69,1.5,0.74
1.75,155.0,1.83,1,49.17,34.97,3.5,0.68,5.96,0.7,1.83,0.35,0.56,1.83,0.82,1.78,170.0,1.83,50.400000000000006,28.23,4.8,0.55,3.53,0.5,3.57,0.38,0.21,0.3,0.69
1.75,155.0,1.83,1,36.17,36.02,4.51,0.71,4.76,0.74,2.49,0.55,0.6,1.24,0.8,1.73,155.0,1.73,26.45,26.6,4.99,0.56,1.66,0.15,0.0,0.0,0.2,0.0,0.89
1.68,145.0,1.78,1,1.3499999999999996,28.65,2.96,0.8,0.74,0.2,11.11,1.0,0.0,0.0,0.81,1.73,155.0,1.68,15.0,25.75,4.8,0.77,10.6,0.91,1.0,0.5,0.67,1.0,0.67
1.68,145.0,1.78,0,8.420000000000002,29.03,6.06,0.55,1.78,0.37,1.78,0.33,0.0,0.0,0.76,1.75,155.0,1.78,0.15000000000000036,28.71,20.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.56
1.68,145.0,1.78,0,23.42,29.48,8.8,0.71,4.01,0.55,1.28,0.4,1.0,0.0,0.72,1.75,155.0,1.73,12.759999999999998,25.27,3.21,0.42,3.21,0.55,4.7,1.0,1.0,0.0,0.76
1.68,145.0,1.78,1,24.020000000000003,30.01,8.58,0.71,4.33,0.56,1.25,0.4,1.0,0.0,0.74,1.75,155.0,1.83,19.489999999999995,25.88,4.82,0.44,4.82,0.44,0.0,0.0,0.0,0.0,0.6
1.68,145.0,1.78,1,32.730000000000004,30.84,6.97,0.53,5.29,0.58,0.46,0.33,0.75,0.92,0.7,1.75,155.0,1.78,52.269999999999996,25.17,8.4,0.58,4.55,0.59,2.01,0.64,0.64,0.86,0.82
1.68,145.0,1.78,0,25.610000000000007,31.21,4.57,0.29,4.26,0.42,0.0,0.0,0.4,1.17,0.71,1.73,155.0,1.75,9.630000000000003,25.51,7.27,0.52,7.27,0.52,0.0,0.0,0.0,0.0,0.69
1.68,145.0,1.78,1,29.880000000000003,32.12,4.55,0.27,4.42,0.36,1.0,0.25,0.4,1.51,0.7,1.78,155.0,1.8,47.32000000000001,33.64,4.71,0.4,3.25,0.43,2.85,0.47,0.67,2.22,0.62
1.68,145.0,1.78,1,41.5,32.47,4.8,0.28,3.71,0.28,0.72,0.25,0.11,0.36,0.71,1.78,155.0,1.73,46.749999999999986,27.78,5.45,0.5,5.22,0.44,2.25,0.41,0.25,1.6,0.67
1.68,145.0,1.78,0,48.62,32.79,5.82,0.38,3.56,0.32,0.93,0.43,0.19,0.31,0.72,1.85,155.0,1.85,26.82,28.59,6.75,0.58,4.03,0.43,1.68,0.6,0.14,0.56,0.68
1.68,145.0,1.78,1,35.989999999999995,33.25,7.17,0.47,3.28,0.3,0.42,0.25,0.17,0.42,0.73,1.68,145.0,1.7,45.0,29.37,3.36,0.47,5.29,0.58,0.67,0.67,0.24,0.0,0.84
1.68,145.0,1.78,1,47.37,33.9,6.31,0.44,2.74,0.3,0.32,0.11,0.17,0.0,0.7,1.68,135.0,1.78,60.0,29.74,6.67,0.44,6.67,0.44,0.25,1.0,1.0,0.0,0.59
1.68,145.0,1.78,0,44.769999999999996,34.96,8.22,0.46,3.04,0.31,1.01,0.19,0.25,0.0,0.72,1.65,135.0,1.7,59.999999999999986,32.64,3.48,0.53,4.67,0.58,3.75,0.31,0.24,0.0,0.7
1.68,145.0,1.78,0,49.3,36.43,7.85,0.51,4.71,0.44,1.83,0.5,0.54,0.3,0.69,1.7,145.0,1.75,20.83,37.12,4.7,0.73,4.7,0.73,2.88,0.24,0.24,1.44,0.75
1.91,205.0,2.01,0,25.700000000000003,33.77,3.39,0.58,3.39,0.58,0.0,0.0,0.0,0.0,0.68,1.83,205.0,1.9,41.099999999999994,29.85,7.37,0.71,4.79,0.6,4.01,0.41,0.14,0.0,0.79
1.85,185.0,1.96,0,15.000000000000002,30.03,5.07,0.44,5.07,0.44,4.0,0.31,0.31,1.0,0.85,1.83,185.0,1.85,1.5299999999999994,36.71,7.84,1.0,7.84,1.0,0.0,0.0,0.0,0.0,0.71
1.85,185.0,1.96,1,28.380000000000003,30.65,4.65,0.46,5.74,0.55,3.7,0.39,0.24,0.53,0.86,1.8,170.0,1.83,33.78,27.99,2.9,0.41,2.9,0.41,0.0,0.0,0.0,0.0,0.94
1.85,185.0,1.96,1,43.38,31.08,5.3,0.56,4.5,0.56,3.8,0.37,0.24,0.69,0.8,1.85,205.0,1.96,59.99999999999999,34.33,5.45,0.68,6.3,0.78,1.0,0.4,0.3,0.25,0.68
1.85,185.0,1.96,1,43.980000000000004,31.59,5.48,0.56,4.43,0.55,3.75,0.37,0.24,0.68,0.75,1.88,205.0,1.9,21.66,29.26,5.17,0.54,4.94,0.54,0.0,0.0,0.0,0.0,0.75
1.85,185.0,1.96,1,31.300000000000008,32.13,6.96,0.67,3.99,0.65,3.35,0.39,0.0,0.48,0.76,1.8,170.0,1.88,34.050000000000004,37.72,5.26,0.78,4.32,0.68,3.08,0.47,0.33,1.76,0.66
1.85,185.0,1.96,1,20.550000000000004,32.7,9.2,0.7,1.85,0.46,2.92,0.31,0.0,0.73,0.78,1.83,185.0,2.01,37.95,32.13,3.87,0.61,3.87,0.61,0.79,0.4,0.4,0.4,0.63
1.85,185.0,1.96,0,7.230000000000005,32.9,14.66,0.65,1.38,0.28,0.0,0.0,0.0,0.0,0.74,1.83,185.0,1.85,38.45,25.94,6.87,0.54,5.57,0.52,0.78,0.5,0.33,0.0,0.86
1.85,185.0,1.96,1,22.070000000000004,33.82,7.52,0.62,7.48,0.62,1.36,0.12,0.2,0.0,0.73,1.85,185.0,1.88,45.17999999999998,39.41,2.77,0.48,3.05,0.51,0.0,0.0,0.5,0.0,0.72
1.85,185.0,1.96,0,22.890000000000008,34.07,7.03,0.59,7.16,0.61,1.31,0.15,0.2,0.0,0.74,1.85,185.0,1.83,31.78,38.14,3.9,0.59,3.96,0.54,1.89,0.27,0.0,0.47,0.72
1.85,185.0,1.96,0,22.60000000000001,34.83,6.37,0.56,6.11,0.59,1.33,0.2,0.18,0.0,0.75,1.93,185.0,2.03,23.619999999999997,29.28,5.8,0.6,3.94,0.41,0.0,0.0,0.24,0.0,1.0
1.85,185.0,1.96,1,12.450000000000003,35.33,2.81,0.36,2.81,0.48,0.0,0.0,0.0,0.0,0.76,1.85,185.0,1.9,60.0,30.92,7.33,0.52,5.77,0.51,0.25,0.14,0.25,0.0,0.84
1.85,185.0,1.96,1,26.18,35.62,3.51,0.5,4.35,0.46,2.29,0.25,0.0,0.0,0.73,1.8,185.0,1.83,30.0,31.03,5.63,0.68,5.63,0.68,1.0,0.25,0.25,1.0,0.79
1.68,185.0,1.78,0,30.0,30.73,7.9,0.51,5.8,0.54,3.0,0.33,0.4,0.0,0.71,1.85,185.0,1.96,46.24,32.22,3.2,0.47,4.93,0.55,2.27,0.41,0.5,1.62,0.71
1.78,170.0,1.83,0,3.870000000000001,31.63,2.33,0.39,4.65,0.72,3.88,0.5,0.0,0.0,0.69,1.83,170.0,1.8,25.0,29.48,4.44,0.45,4.44,0.45,0.0,0.0,0.0,0.0,0.74
1.91,260.0,2.01,0,4.38,29.57,5.94,0.84,5.25,0.96,3.42,1.0,0.33,0.0,0.85,1.91,265.0,2.01,24.4,36.14,2.5,0.43,1.97,0.39,0.0,0.0,0.0,0.0,0.5
1.91,260.0,2.01,1,5.059999999999999,30.06,5.34,0.84,6.32,0.86,2.96,1.0,0.33,0.0,0.86,1.88,247.0,1.9,11.61,37.01,2.5,0.55,3.7,0.65,0.0,0.0,0.25,2.58,0.73
1.91,260.0,2.01,0,13.36,30.33,6.51,0.71,4.72,0.82,1.12,0.33,0.33,0.0,0.8,1.83,260.0,1.9,21.529999999999998,30.62,5.16,0.55,5.16,0.55,2.09,0.5,0.5,0.0,0.74
1.91,260.0,2.01,1,19.16,30.65,4.96,0.64,6.68,0.8,0.78,0.33,0.5,0.0,0.75,1.91,240.0,1.96,30.0,25.22,5.67,0.6,5.67,0.6,2.5,0.23,0.23,0.0,0.82
1.91,260.0,2.01,1,27.63,31.17,4.85,0.6,5.72,0.73,0.54,0.17,0.48,0.0,0.78,1.88,242.0,1.93,32.030000000000015,36.9,2.9,0.49,3.87,0.43,1.4,0.23,0.5,0.47,0.59
1.91,260.0,2.01,1,24.129999999999995,31.41,3.94,0.59,5.51,0.72,0.62,0.25,0.42,0.0,0.79,1.83,263.0,1.83,63.0,40.05,2.81,0.43,2.81,0.43,1.19,0.24,0.24,0.0,0.62
1.91,260.0,2.01,1,33.33,31.84,3.78,0.6,4.02,0.7,0.45,0.25,0.47,0.0,0.75,1.91,235.0,1.93,34.95,35.27,4.35,0.52,4.52,0.52,0.43,0.09,0.25,0.0,0.85
1.91,260.0,2.01,1,40.78,32.03,2.97,0.52,4.02,0.69,0.74,0.5,0.46,0.0,0.76,1.98,255.0,2.01,38.78,34.6,3.09,0.36,3.09,0.36,0.77,0.67,0.67,0.0,0.71
1.91,260.0,2.01,0,46.70000000000001,32.34,3.1,0.53,3.68,0.68,0.32,0.33,0.43,0.0,0.77,1.78,265.0,1.83,33.43,43.22,2.81,0.57,2.81,0.57,0.0,0.0,0.0,0.0,0.42
1.91,260.0,2.01,1,60.750000000000014,33.03,2.9,0.46,3.7,0.61,0.25,0.17,0.5,0.0,0.78,1.91,249.0,1.98,59.650000000000006,32.28,7.18,0.61,6.91,0.61,1.01,0.67,0.5,0.0,0.79
1.91,260.0,2.01,1,58.55000000000001,33.41,2.89,0.48,4.13,0.63,0.51,0.25,0.36,0.0,0.79,1.93,250.0,2.11,30.18,31.84,1.76,0.33,7.29,0.79,0.0,0.0,0.43,0.99,0.77
1.91,260.0,2.01,0,49.85,34.08,1.95,0.52,2.79,0.59,0.3,0.17,0.25,0.0,0.78,1.93,238.0,1.96,59.87000000000003,35.11,5.28,0.54,5.16,0.52,0.0,0.0,0.0,0.0,0.72
