height_x,weight_x,reach_x,fx_win,fight_time_x,age_x,str_landed_per_min_x,str_acc_x,str_absorb_per_min_x,str_def_x,td_avg_x,td_acc_x,td_def_x,sub_avg_x,win_percentage_x,height_y,weight_y,reach_y,fight_time_y,age_y,str_landed_per_min_y,str_acc_y,str_absorb_per_min_y,str_def_y,td_avg_y,td_acc_y,td_def_y,sub_avg_y,win_percentage_y
1.83,170.0,1.96,0,25.560000000000002,36.03,5.83,0.5,5.4,0.58,2.35,0.21,0.5,0.0,0.92,1.78,170.0,1.93,15.0,30.97,3.4,0.61,3.73,0.57,1.0,0.11,0.0,0.0,0.79
1.68,135.0,1.7,0,15.0,25.78,2.87,0.32,3.2,0.38,1.0,0.5,0.75,1.0,0.71,1.73,135.0,1.85,6.85,33.76,2.19,0.41,2.19,0.41,4.38,0.67,0.67,0.0,0.64
1.68,135.0,1.7,1,15.380000000000003,26.22,2.8,0.32,3.25,0.39,0.98,0.33,0.75,0.98,0.68,1.65,135.0,1.68,36.59,33.18,4.21,0.53,4.37,0.52,4.51,0.65,0.63,0.0,0.54
1.68,135.0,1.7,1,24.810000000000002,26.6,3.43,0.37,2.46,0.37,0.6,0.33,0.5,0.6,0.7,1.65,135.0,1.63,4.640000000000001,29.39,0.22,0.09,0.22,0.09,0.0,0.0,0.0,19.4,0.82
1.68,135.0,1.7,1,28.880000000000003,27.92,6.82,0.51,2.8,0.37,0.52,0.25,0.3,0.0,0.72,1.75,135.0,1.78,15.0,28.78,4.87,0.49,4.87,0.49,0.0,0.0,0.0,0.0,0.73
1.68,135.0,1.7,1,43.5,28.27,6.76,0.51,2.83,0.38,0.69,0.22,0.3,0.0,0.73,1.75,135.0,1.8,27.0,37.35,4.0,0.42,8.74,0.63,1.11,0.67,0.56,1.67,0.79
1.68,135.0,1.7,1,49.07000000000001,28.61,5.91,0.5,3.08,0.39,0.61,0.17,0.14,0.0,0.7,1.7,135.0,1.75,44.099999999999994,31.23,3.95,0.6,5.85,0.59,2.72,0.67,0.45,1.02,0.75
1.68,135.0,1.7,1,53.70000000000002,28.86,5.29,0.46,3.41,0.43,0.56,0.15,0.31,0.0,0.71,1.7,135.0,1.75,44.96999999999999,34.05,3.11,0.28,3.96,0.39,0.0,0.0,0.17,0.0,0.67
1.68,135.0,1.7,0,53.70000000000002,29.5,5.01,0.41,3.04,0.37,0.28,0.08,0.3,0.0,0.72,1.68,135.0,1.63,53.7,29.31,6.33,0.55,5.38,0.52,4.19,0.71,0.67,0.0,0.84
1.68,135.0,1.7,0,53.70000000000001,29.84,4.15,0.38,3.13,0.37,0.28,0.12,0.17,0.0,0.7,1.73,135.0,1.7,29.25,21.59,6.26,0.5,6.15,0.45,1.54,1.0,1.0,1.03,0.72
1.93,205.0,1.98,1,15.0,26.46,5.0,0.42,2.4,0.52,0.0,0.0,0.14,0.0,0.8,1.93,205.0,2.03,32.269999999999996,29.81,4.9,0.42,4.9,0.48,0.46,1.0,0.0,0.46,0.67
1.93,205.0,1.98,1,30.0,26.84,11.27,0.68,2.13,0.58,1.5,0.75,0.13,0.0,0.82,1.83,205.0,1.9,42.98,28.66,9.0,0.77,4.61,0.69,4.19,0.57,0.5,0.35,0.82
1.93,205.0,1.98,1,34.08,27.32,10.89,0.68,2.58,0.6,1.32,0.6,0.12,0.0,0.83,1.85,205.0,2.01,24.46000000000001,39.28,3.07,0.44,4.95,0.5,0.0,0.0,0.2,0.0,0.73
1.93,205.0,1.98,0,34.86,27.87,10.7,0.68,2.58,0.6,1.29,0.6,0.12,0.0,0.85,1.88,205.0,1.9,45.95,30.25,6.2,0.53,6.2,0.53,0.65,0.25,0.25,0.0,0.8
1.73,170.0,1.78,1,15.0,34.58,3.73,0.34,3.73,0.32,1.0,0.5,0.0,0.0,0.95,1.88,170.0,1.9,34.61,37.36,3.55,0.62,3.55,0.62,3.9,0.47,0.47,0.43,0.74
1.73,170.0,1.78,0,30.0,35.27,6.57,0.53,2.2,0.29,0.5,0.5,0.0,0.0,0.9,1.78,170.0,1.8,32.7,33.06,7.74,0.61,3.39,0.44,3.67,0.5,0.67,0.46,0.94
1.73,170.0,1.78,0,45.0,35.87,6.93,0.58,2.87,0.38,0.33,0.33,0.14,0.0,0.9,1.8,170.0,1.85,27.43,33.26,3.57,0.36,3.28,0.45,0.55,0.33,0.33,0.55,0.81
1.88,240.0,2.03,1,2.3000000000000003,37.42,5.65,0.5,2.61,0.43,6.52,0.25,0.0,6.52,0.84,1.88,265.0,1.9,30.0,28.3,9.07,0.83,5.67,0.8,2.0,0.44,0.3,0.0,0.83
1.88,240.0,2.03,0,5.649999999999999,39.06,9.03,0.7,4.96,0.57,2.65,0.25,0.0,2.65,0.83,1.83,247.0,1.88,42.31999999999999,33.87,5.36,0.73,6.5,0.74,0.35,0.2,0.5,0.0,0.71
1.88,240.0,2.03,1,20.65,39.57,5.38,0.71,6.2,0.8,3.63,0.45,0.5,2.18,0.81,1.91,240.0,1.96,47.13,26.51,4.69,0.57,4.69,0.57,3.18,0.27,0.27,0.0,0.77
1.88,240.0,2.03,1,23.599999999999998,40.05,5.17,0.69,6.19,0.76,3.18,0.45,0.67,2.54,0.82,1.98,255.0,2.01,42.30000000000001,34.98,3.03,0.37,3.03,0.37,0.71,0.5,0.5,0.0,0.72
1.88,240.0,2.03,0,30.03,40.38,8.03,0.75,5.89,0.71,3.5,0.64,1.0,2.5,0.82,1.93,265.0,2.03,38.010000000000005,26.71,8.05,0.61,7.76,0.6,5.92,0.43,0.76,0.0,0.89
1.88,240.0,2.03,1,33.33,40.89,7.32,0.7,6.15,0.62,3.15,0.64,1.0,2.25,0.81,1.91,264.0,1.88,17.85,27.16,5.71,0.58,5.55,0.54,0.0,0.0,0.0,0.0,0.76
1.88,240.0,2.03,1,20.08,41.24,9.66,0.69,5.73,0.5,2.24,0.43,1.0,2.99,0.81,1.78,265.0,1.83,60.580000000000005,44.48,2.76,0.55,2.76,0.55,0.0,0.0,0.0,0.0,0.46
1.88,240.0,2.03,0,21.56,41.83,8.63,0.64,4.78,0.45,2.78,0.33,1.0,2.78,0.81,1.93,265.0,2.03,33.97999999999999,38.92,2.35,0.71,5.83,0.62,0.44,0.33,0.56,0.88,0.72
1.88,240.0,2.03,0,17.58,42.08,7.51,0.6,5.52,0.51,0.85,0.12,0.83,1.71,0.8,1.96,250.0,1.96,30.289999999999996,36.11,3.53,0.42,3.53,0.42,0.99,0.5,0.5,0.0,0.68
1.88,240.0,2.03,1,11.129999999999997,42.58,8.27,0.63,4.58,0.61,1.35,0.12,0.5,2.7,0.8,2.01,258.0,2.03,20.809999999999995,33.54,5.72,0.44,6.34,0.46,0.0,0.0,0.0,0.0,0.58
1.78,185.0,1.88,0,15.0,31.48,0.4,0.35,7.4,0.74,0.0,0.0,1.0,0.0,0.89,1.8,185.0,1.9,33.05,34.3,2.69,0.35,6.05,0.59,0.0,0.0,0.83,0.0,0.73
1.8,155.0,1.75,0,15.0,34.59,5.53,0.7,2.87,0.46,0.0,0.0,0.36,0.0,0.71,1.8,155.0,1.78,56.349999999999994,32.82,4.12,0.49,4.37,0.55,0.53,0.33,0.43,0.8,0.87
1.83,185.0,1.88,1,15.0,26.71,5.2,0.48,3.73,0.38,2.0,0.67,0.2,0.0,0.91,1.85,185.0,1.83,35.75,33.99,6.32,0.76,6.57,0.76,0.84,0.22,0.22,1.26,0.71
1.83,185.0,1.88,0,29.999999999999996,27.13,6.4,0.53,4.8,0.44,2.0,0.44,0.23,0.0,0.83,1.85,185.0,1.85,5.6899999999999995,30.33,2.64,0.75,2.99,0.55,2.64,0.17,0.0,2.64,0.71
1.83,185.0,1.88,1,32.22999999999999,28.01,5.99,0.53,4.62,0.45,1.86,0.44,0.25,0.0,0.85,1.8,185.0,1.98,24.630000000000003,30.37,5.56,0.61,5.85,0.6,1.22,0.4,0.5,0.0,0.67
1.83,185.0,1.88,0,39.459999999999994,29.53,5.04,0.5,4.03,0.45,1.9,0.5,0.24,0.0,0.79,1.91,185.0,2.06,44.08,26.63,7.28,0.72,7.28,0.64,2.04,0.67,0.6,1.7,0.79
1.83,185.0,1.83,1,5.170000000000002,24.42,11.99,0.63,3.29,0.81,0.0,0.0,0.0,0.0,0.76,1.91,205.0,1.96,24.130000000000003,34.98,4.81,0.66,8.99,0.61,0.0,0.0,1.0,0.0,0.33
1.83,185.0,1.83,1,26.62,25.63,9.2,0.62,7.89,0.76,5.07,0.82,0.5,0.0,0.65,1.83,205.0,1.83,15.0,21.34,5.53,0.37,5.53,0.37,1.0,0.33,0.33,0.0,0.7
1.83,185.0,1.83,0,23.180000000000003,26.02,8.15,0.59,8.33,0.73,5.82,0.82,0.17,0.0,0.67,1.83,205.0,1.83,0.8,35.46,21.25,0.85,7.5,0.67,0.0,0.0,0.0,0.0,0.65
1.83,185.0,1.83,0,8.370000000000003,26.49,5.97,0.51,6.45,0.49,1.79,0.25,0.33,0.0,0.7,1.8,185.0,1.88,43.56,27.61,9.94,0.71,4.84,0.64,1.03,0.6,0.53,0.34,0.68
1.83,185.0,1.83,1,7.240000000000002,27.93,4.56,0.52,7.04,0.52,2.07,0.5,0.25,0.0,0.68,1.85,185.0,1.98,45.08,27.92,1.49,0.44,1.49,0.44,1.66,0.24,0.24,1.66,0.78
1.83,185.0,1.83,1,21.220000000000002,28.55,2.69,0.4,3.2,0.37,0.0,0.0,0.3,0.0,0.65,1.88,205.0,1.9,4.100000000000003,31.52,2.93,0.39,3.41,0.48,0.0,0.0,0.67,3.66,0.64
1.83,185.0,1.83,0,34.47,30.62,2.29,0.39,4.26,0.46,0.0,0.0,0.39,0.0,0.64,1.85,205.0,1.88,35.11999999999999,31.55,7.63,0.69,4.67,0.69,0.0,0.0,0.47,1.28,0.67
1.83,185.0,1.83,0,35.449999999999996,31.21,2.4,0.4,4.71,0.47,0.0,0.0,0.45,0.0,0.62,1.8,170.0,1.8,49.070000000000014,32.72,3.26,0.52,5.81,0.63,0.61,0.29,0.54,0.31,0.77
1.78,145.0,1.85,1,8.2,23.4,3.05,0.66,3.78,0.7,0.0,0.0,0.56,0.0,0.7,1.7,135.0,1.83,24.5,30.2,3.31,0.58,7.39,0.64,0.0,0.0,0.88,0.0,0.71
1.78,145.0,1.85,0,23.200000000000003,23.63,5.82,0.61,2.54,0.55,0.0,0.0,0.54,0.65,0.64,1.7,135.0,1.75,5.829999999999998,27.51,7.89,0.7,0.34,0.67,0.0,0.0,0.12,2.57,0.78
1.78,145.0,1.85,1,38.2,24.06,5.52,0.63,2.93,0.55,0.39,1.0,0.54,3.14,0.58,1.68,135.0,1.68,12.580000000000002,29.78,4.13,0.43,4.13,0.43,1.19,0.25,0.25,1.19,0.63
1.78,145.0,1.85,1,51.45,25.25,4.96,0.66,3.54,0.52,0.29,1.0,0.39,2.92,0.53,1.75,135.0,1.8,24.299999999999997,29.76,4.98,0.56,4.98,0.56,4.32,0.41,0.41,2.47,0.64
1.78,145.0,1.85,1,51.45000000000001,25.6,5.73,0.66,3.87,0.51,0.0,0.0,0.31,0.87,0.56,1.68,125.0,1.75,14.999999999999998,20.44,6.2,0.69,5.0,0.57,2.0,0.5,0.5,3.0,1.0
1.78,145.0,1.85,0,59.65000000000001,26.04,5.62,0.56,3.22,0.39,0.25,1.0,0.28,0.25,0.59,1.68,135.0,1.7,31.640000000000022,35.14,7.08,0.74,7.08,0.74,2.37,0.56,0.56,0.95,0.78
1.78,145.0,1.85,0,55.800000000000004,26.96,4.3,0.49,4.7,0.5,0.27,1.0,0.33,0.27,0.53,1.73,135.0,1.73,35.22,33.66,5.22,0.47,4.43,0.37,2.13,0.83,0.22,0.43,0.6
1.78,145.0,1.85,1,41.150000000000006,27.61,3.01,0.39,4.79,0.5,0.36,1.0,0.44,0.36,0.5,1.78,145.0,1.78,16.68,29.32,3.72,0.39,3.72,0.39,0.9,0.5,0.5,0.0,0.6
1.78,145.0,1.85,1,41.50000000000001,27.96,3.57,0.48,4.48,0.57,0.36,0.33,0.41,0.0,0.52,1.85,145.0,1.88,43.47,32.11,3.61,0.41,3.68,0.4,0.0,0.0,0.33,0.69,0.67
1.78,145.0,1.85,0,45.349999999999994,28.13,4.87,0.54,4.06,0.46,1.98,0.75,0.62,0.0,0.55,1.8,145.0,1.8,52.25,23.83,4.67,0.56,4.67,0.56,2.01,0.39,0.39,2.01,0.78
1.78,145.0,1.85,0,55.34999999999999,28.61,4.57,0.48,3.72,0.35,1.9,0.78,0.67,0.0,0.55,1.78,145.0,1.8,30.0,24.54,5.83,0.39,4.3,0.41,2.5,0.33,0.35,2.0,0.8
1.78,145.0,1.85,1,36.44999999999999,31.08,3.73,0.46,3.98,0.41,0.0,0.0,0.31,0.41,0.58,1.78,145.0,1.78,30.0,29.14,4.63,0.34,4.63,0.34,2.5,0.28,0.28,0.5,0.72
1.6,115.0,1.6,0,13.25,36.86,4.0,0.44,9.28,0.51,2.26,0.4,0.5,2.26,0.57,1.63,115.0,1.65,27.900000000000002,21.45,13.12,0.76,13.12,0.76,2.69,0.45,0.45,1.61,0.67
1.75,170.0,1.83,1,0.7200000000000006,26.67,12.5,0.6,1.39,0.33,0.0,0.0,0.0,0.0,0.83,1.78,170.0,1.9,27.22,26.72,4.19,0.31,3.09,0.32,0.0,0.0,0.14,0.0,0.77
1.75,170.0,1.83,0,15.719999999999999,27.11,4.77,0.48,4.01,0.38,7.63,0.73,0.0,0.0,0.77,1.91,170.0,2.03,40.75,27.06,4.83,0.44,4.93,0.49,2.58,0.39,0.4,0.0,0.67
1.75,170.0,1.83,1,30.72,27.99,3.32,0.45,6.28,0.56,5.37,0.61,0.43,0.0,0.79,1.85,170.0,1.96,35.75,36.06,3.94,0.46,3.69,0.51,0.84,0.29,0.17,0.42,0.7
1.75,170.0,1.83,0,45.72,28.61,3.43,0.43,5.21,0.51,5.25,0.7,0.43,0.0,0.73,1.85,170.0,1.93,49.55,24.98,4.16,0.37,4.16,0.37,2.12,0.58,0.58,0.91,0.88
1.75,170.0,1.83,1,59.42,29.47,3.18,0.43,5.89,0.52,4.8,0.63,0.5,0.0,0.75,1.83,170.0,1.88,36.90000000000001,41.28,3.22,0.48,2.55,0.33,0.41,0.17,0.0,1.22,0.65
1.75,170.0,1.83,0,47.99000000000001,29.95,2.96,0.43,6.13,0.55,3.75,0.57,0.5,0.0,0.71,1.88,170.0,1.9,24.460000000000008,33.34,7.48,0.66,7.48,0.66,0.61,0.5,0.5,0.0,0.72
1.75,170.0,1.83,0,41.360000000000014,30.77,2.73,0.36,4.96,0.46,2.54,0.33,0.5,0.36,0.68,1.85,170.0,1.88,51.83,34.56,5.34,0.5,3.86,0.46,3.18,0.42,0.38,0.0,0.79
1.75,170.0,1.83,0,41.94000000000001,31.29,2.22,0.32,3.31,0.45,3.22,0.43,0.17,0.36,0.7,1.8,170.0,1.9,49.25,33.87,5.54,0.4,5.48,0.42,1.52,0.15,0.57,0.3,0.69
1.8,170.0,1.83,1,15.0,26.34,5.4,0.49,5.27,0.51,0.0,0.0,0.33,1.0,0.73,1.78,170.0,1.8,29.35,28.69,3.78,0.58,3.88,0.56,0.0,0.0,0.33,0.51,0.69
1.8,170.0,1.83,0,30.0,26.47,6.43,0.55,4.23,0.5,0.0,0.0,0.33,0.5,0.75,1.83,170.0,1.93,4.5,27.35,4.0,0.6,4.0,0.6,3.33,0.25,0.25,6.67,1.0
1.8,170.0,1.83,0,40.0,27.1,6.0,0.49,3.75,0.41,0.0,0.0,0.25,0.38,0.76,1.8,170.0,1.85,52.260000000000005,33.34,4.02,0.53,5.45,0.63,2.3,0.5,0.7,0.86,0.79
1.8,170.0,1.83,1,55.0,27.51,5.07,0.46,3.25,0.39,0.0,0.0,0.5,0.27,0.78,1.78,170.0,1.83,34.76999999999998,37.86,2.96,0.42,5.12,0.53,1.73,0.33,0.25,0.0,0.62
1.8,170.0,1.83,0,42.2,27.95,4.86,0.44,2.46,0.33,0.0,0.0,0.67,0.36,0.74,1.83,170.0,1.85,50.64999999999999,28.8,4.3,0.53,4.05,0.53,2.07,0.47,0.47,0.59,0.71
1.8,170.0,1.83,1,42.2,28.27,3.58,0.39,1.97,0.31,0.0,0.0,0.71,0.71,0.75,1.83,170.0,1.8,10.0,28.71,4.9,0.54,4.9,0.54,0.0,0.0,0.0,0.0,0.78
1.8,170.0,1.83,1,47.2,28.56,4.32,0.44,2.58,0.4,0.0,0.0,0.83,0.64,0.71,1.8,170.0,1.83,28.740000000000002,32.21,2.99,0.43,2.99,0.43,1.04,0.2,0.2,0.52,0.7
1.8,170.0,1.83,1,35.77000000000001,29.16,5.31,0.48,2.88,0.41,0.0,0.0,0.8,1.26,0.71,1.8,170.0,1.93,60.0,33.87,5.52,0.58,4.58,0.51,2.25,0.5,0.25,0.75,0.67
1.93,185.0,2.06,0,11.420000000000002,26.51,3.15,0.43,8.41,0.66,0.0,0.0,0.57,0.0,0.67,1.88,205.0,1.9,29.97,30.5,3.97,0.56,3.97,0.56,0.0,0.0,0.0,0.5,0.72
1.93,185.0,2.06,0,26.42,27.07,4.47,0.44,6.09,0.56,0.0,0.0,0.44,0.0,0.7,1.85,185.0,1.96,22.18,28.96,6.09,0.56,2.84,0.37,0.68,0.17,0.0,0.0,0.82
1.8,170.0,1.93,1,10.85,25.72,4.98,0.45,4.98,0.45,0.0,0.0,0.0,0.0,0.73,1.75,155.0,1.8,34.68,26.21,6.69,0.54,5.97,0.47,2.6,0.46,0.33,0.43,0.93
1.75,155.0,1.8,0,23.83,26.21,6.42,0.48,6.42,0.48,3.15,0.45,0.45,0.63,1.0,1.8,170.0,1.93,10.85,25.72,4.98,0.45,4.98,0.45,0.0,0.0,0.0,0.0,0.73
1.75,155.0,1.8,0,34.68,26.21,6.69,0.54,5.97,0.47,2.6,0.46,0.33,0.43,0.93,1.8,170.0,1.93,10.85,25.72,4.98,0.45,4.98,0.45,0.0,0.0,0.0,0.0,0.73
1.8,170.0,1.93,0,21.7,27.08,4.98,0.45,6.13,0.56,0.0,0.0,0.17,0.0,0.67,1.78,170.0,1.8,49.95,28.67,2.64,0.39,3.94,0.47,2.1,0.33,0.39,0.6,1.38
1.8,170.0,1.93,1,35.93,27.27,3.87,0.43,4.73,0.55,0.0,0.0,0.27,0.0,0.62,1.78,155.0,1.83,30.5,32.48,3.93,0.38,3.87,0.38,0.0,0.0,0.0,0.0,0.61
1.8,170.0,1.93,1,42.92999999999999,27.71,2.84,0.44,3.66,0.64,2.8,0.32,0.33,1.05,0.6,1.75,155.0,1.8,46.769999999999996,28.2,7.7,0.65,5.77,0.56,2.25,0.44,0.38,0.32,0.74
1.8,170.0,1.93,1,42.92999999999999,27.71,2.84,0.44,3.07,0.53,2.8,0.32,0.18,1.05,0.62,1.75,155.0,1.8,46.769999999999996,28.2,7.7,0.65,5.77,0.56,2.25,0.44,0.38,0.32,0.74
1.75,155.0,1.8,0,46.769999999999996,28.2,7.7,0.65,6.31,0.62,2.25,0.44,0.67,0.32,0.78,1.8,170.0,1.93,42.92999999999999,27.71,2.84,0.44,3.07,0.53,2.8,0.32,0.18,1.05,0.62
1.75,155.0,1.8,0,46.769999999999996,28.2,7.7,0.65,5.77,0.56,2.25,0.44,0.38,0.32,0.74,1.8,170.0,1.93,42.92999999999999,27.71,2.84,0.44,3.07,0.53,2.8,0.32,0.18,1.05,0.62
1.8,170.0,1.93,0,39.55,28.0,3.67,0.46,4.4,0.58,3.03,0.28,0.12,1.14,0.59,1.85,155.0,1.85,40.83,32.9,4.58,0.46,4.24,0.49,0.73,0.22,0.14,0.73,0.69
1.8,170.0,1.93,1,39.24999999999999,28.42,4.03,0.48,4.43,0.58,1.91,0.21,0.2,0.76,0.61,1.78,170.0,1.8,29.35,28.29,6.81,0.65,4.57,0.59,0.0,0.0,0.33,0.51,0.67
1.8,170.0,1.93,0,41.9,28.86,7.33,0.69,3.46,0.68,2.15,0.27,0.46,0.36,0.63,1.88,170.0,1.9,31.69000000000001,32.86,6.88,0.54,6.88,0.54,0.95,0.5,0.5,0.47,0.71
1.8,170.0,1.93,1,34.599999999999994,29.05,7.57,0.78,2.6,0.71,3.03,0.32,0.5,0.43,0.65,1.88,170.0,1.9,21.560000000000013,33.05,8.02,0.61,8.02,0.61,0.7,0.33,0.33,0.0,0.71
1.8,170.0,1.93,1,39.68,29.42,6.63,0.77,2.95,0.75,4.91,0.39,0.45,0.76,0.67,1.85,170.0,1.88,70.0,33.81,4.61,0.49,3.51,0.46,2.36,0.46,0.43,0.0,0.8
1.8,170.0,1.93,0,31.509999999999998,29.78,3.65,0.69,3.01,0.75,5.24,0.42,0.42,1.43,0.65,1.78,155.0,1.9,42.84,30.24,4.72,0.33,4.72,0.33,0.0,0.0,0.0,0.35,0.78
1.8,170.0,1.93,1,30.04,30.14,4.36,0.57,4.79,0.59,4.49,0.43,0.4,1.0,0.64,1.88,170.0,1.9,51.87000000000002,33.97,6.73,0.41,3.8,0.49,0.58,0.67,0.7,0.0,0.71
1.8,170.0,1.93,1,34.77,30.59,4.14,0.57,4.66,0.62,4.75,0.55,0.4,1.29,0.67,1.8,170.0,1.9,15.0,25.29,4.53,0.38,4.53,0.38,3.0,0.75,0.75,0.0,0.83
1.8,170.0,1.93,0,27.79,30.8,4.89,0.58,4.68,0.58,2.7,0.56,0.5,1.08,0.68,1.8,170.0,1.83,30.39,30.36,2.3,0.69,2.37,0.68,1.97,0.8,0.8,0.99,0.7
1.8,170.0,1.93,0,30.240000000000002,31.18,5.95,0.64,4.7,0.62,2.48,0.5,0.57,0.5,0.69,1.78,170.0,1.8,49.769999999999996,27.61,3.48,0.46,4.04,0.44,1.51,0.56,0.56,0.0,0.69
1.8,170.0,1.93,0,33.21,31.6,4.03,0.52,4.19,0.72,1.36,0.5,0.43,0.45,0.68,1.8,170.0,1.88,60.0,34.86,4.63,0.47,5.35,0.49,2.0,0.5,0.55,0.0,0.81
1.8,170.0,1.93,1,39.93,32.04,3.58,0.5,4.03,0.61,1.13,0.43,0.3,0.0,0.67,1.8,170.0,1.93,60.0,34.27,5.73,0.59,5.4,0.53,3.25,0.59,0.56,0.75,0.68
1.68,125.0,1.65,1,6.899999999999999,25.93,6.09,0.68,1.3,0.31,4.35,0.5,0.0,6.52,0.79,1.68,125.0,1.73,45.0,27.06,6.51,0.64,2.13,0.4,3.33,0.48,0.45,0.33,0.73
1.68,125.0,1.65,1,21.9,26.37,4.98,0.59,3.7,0.48,4.79,0.54,0.0,2.05,0.8,1.63,125.0,1.65,7.92,26.0,3.16,0.38,3.16,0.38,1.89,0.33,0.33,0.0,0.88
1.68,125.0,1.65,1,25.67,27.02,7.67,0.56,4.32,0.45,4.09,0.44,0.0,1.75,0.81,1.68,135.0,1.65,28.68,24.58,3.42,0.45,5.16,0.51,1.05,0.2,0.27,0.52,0.75
1.68,125.0,1.65,1,40.67,27.85,8.53,0.61,4.55,0.48,3.32,0.45,0.0,1.11,0.81,1.68,125.0,1.75,16.38,30.21,3.17,0.47,3.05,0.43,0.92,0.25,0.33,0.0,0.65
1.83,155.0,1.8,0,1.4700000000000006,25.73,13.61,0.67,6.8,0.43,0.0,0.0,0.0,0.0,0.9,1.83,145.0,1.83,14.020000000000001,25.68,4.71,0.4,4.71,0.4,0.0,0.0,0.0,1.07,0.87
1.83,155.0,1.8,0,13.600000000000001,26.12,4.56,0.33,4.63,0.39,0.0,0.0,0.0,0.0,0.91,1.8,145.0,1.85,13.780000000000001,21.74,5.3,0.34,9.94,0.63,1.09,0.1,0.0,0.0,0.72
1.83,155.0,1.8,0,43.6,28.23,5.6,0.42,3.6,0.33,1.38,0.4,0.5,0.34,0.77,1.83,170.0,1.85,33.410000000000004,27.1,3.83,0.46,4.22,0.51,1.8,0.27,0.5,1.8,0.92
1.83,155.0,1.8,1,57.13,28.88,4.41,0.42,4.03,0.4,1.05,0.4,0.42,0.26,0.79,1.78,155.0,1.85,36.370000000000005,31.79,6.05,0.6,6.05,0.6,0.0,0.0,0.0,0.41,0.73
1.83,155.0,1.8,0,54.60000000000001,29.23,4.98,0.49,3.86,0.4,1.1,0.4,0.33,0.27,0.73,1.88,170.0,1.85,46.45,31.61,4.82,0.44,6.2,0.48,0.97,0.1,0.62,0.97,0.77
1.83,155.0,1.8,0,54.600000000000016,29.88,5.29,0.53,3.75,0.49,1.1,0.5,0.24,0.0,0.75,1.73,155.0,1.8,47.99999999999999,35.03,4.33,0.53,4.33,0.53,1.25,0.24,0.24,0.94,0.68
1.83,155.0,1.8,1,41.08000000000001,30.38,4.67,0.53,4.63,0.58,0.37,1.0,0.27,0.0,0.71,1.83,155.0,1.85,5.98,32.3,3.34,0.34,6.52,0.53,0.0,0.0,1.0,0.0,0.76
1.83,155.0,1.8,0,41.08000000000001,31.01,5.7,0.56,3.82,0.51,1.1,0.75,0.2,1.1,0.67,1.73,155.0,1.8,1.4299999999999997,26.64,0.7,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0
1.65,115.0,1.68,0,15.0,23.49,8.0,0.6,4.93,0.58,1.0,0.5,0.0,0.0,0.89,1.63,115.0,1.65,16.98,32.38,3.47,0.6,12.13,0.79,0.88,0.2,0.4,1.77,0.59
1.65,115.0,1.68,1,30.0,23.99,6.93,0.5,4.67,0.37,0.5,0.5,0.25,0.5,0.9,1.63,115.0,1.6,49.56999999999999,31.99,5.49,0.46,5.49,0.46,0.91,0.19,0.19,0.3,0.5
1.65,115.0,1.68,0,45.0,24.78,7.31,0.51,4.69,0.41,0.33,0.5,0.32,0.33,0.82,1.65,115.0,1.68,15.0,27.41,9.6,0.73,4.6,0.66,4.0,0.8,0.0,0.0,1.0
1.65,115.0,1.68,1,47.73,25.83,7.33,0.53,4.5,0.4,0.31,0.5,0.36,0.31,0.83,1.6,115.0,1.63,46.97,33.65,8.18,0.47,8.28,0.47,0.32,0.2,0.33,0.0,0.62
1.65,115.0,1.68,0,47.72999999999999,26.12,8.23,0.46,4.88,0.37,0.0,0.0,0.44,0.63,0.77,1.55,115.0,1.6,59.55,31.95,6.31,0.64,5.63,0.67,2.02,0.32,0.61,0.25,0.76
1.96,205.0,2.01,0,0.6799999999999997,23.23,8.82,0.26,8.82,0.35,0.0,0.0,0.0,0.0,0.89,1.88,205.0,2.01,15.000000000000002,25.54,6.93,0.62,6.93,0.62,3.0,0.75,0.75,1.0,0.83
1.96,205.0,2.01,1,5.6,23.75,1.07,0.21,6.07,0.67,0.0,0.0,0.2,0.0,0.8,1.98,205.0,2.06,2.2200000000000006,37.03,8.56,0.83,2.7,0.33,0.0,0.0,0.0,0.0,0.62
1.96,205.0,2.01,1,13.280000000000001,24.12,4.97,0.54,3.54,0.63,2.26,0.4,0.17,3.39,0.82,1.88,185.0,1.9,13.43,29.41,7.15,0.68,7.15,0.68,5.58,0.5,0.5,1.12,0.72
1.96,205.0,2.01,1,17.73,24.56,4.68,0.58,4.57,0.74,2.54,0.43,0.2,4.23,0.83,1.85,205.0,1.93,38.11,34.83,3.65,0.43,4.38,0.45,1.18,0.14,0.0,0.0,0.71
1.96,205.0,2.01,1,25.62,24.96,4.61,0.52,3.43,0.69,1.76,0.43,0.12,2.93,0.77,1.83,205.0,1.88,19.53,40.99,3.89,0.48,3.89,0.48,3.07,0.8,0.8,0.0,0.81
1.96,205.0,2.01,1,22.92,25.25,5.76,0.54,2.92,0.64,1.96,0.6,0.09,3.27,0.71,1.88,205.0,1.88,36.559999999999995,29.42,6.48,0.64,6.48,0.64,1.23,0.6,0.6,0.41,0.8
1.96,205.0,2.01,1,30.240000000000002,25.9,4.96,0.34,3.04,0.49,0.99,0.67,0.1,0.99,0.73,1.85,205.0,1.93,58.64999999999999,31.04,6.14,0.66,6.14,0.66,2.3,0.53,0.53,0.26,0.78
